,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,ID,dataType
FAIM3,-0.2227927661,-0.1618493881,-0.1445267251,-0.1326533433,-0.1981683301,NA,L
FALZ,-0.1920117437,-0.1051704586,-0.1538926126,-0.1539996116,-0.2357798777,NA,L
FAM100B,-0.1254391418,0.2579846143,0.7482761931,0.4050094078,0.4903177223,NA,L
FAM101A,-0.0285687987,0.1207358511,0.5830783216,0.6942216916,0.6128082265,NA,L
FAM101B,0.5634986795,0.1994453042,0.6294146686,0.7242576761,0.8692441744,NA,L
FAM102A,0.1043333644,1.2447959878,0.7243835826,0.7111463121,1.1655327806,399665,L
FAM102B,-0.782284014,-0.46449978,-1.0706264378,-0.8039881569,-0.6376524335,284611,L
FAM104A,-0.0438219924,0.2944575167,-0.5299138469,-0.3246610462,-0.33291501,84923,L
FAM107A,-0.0848675759,0.103069766,0.0834078359,0.5602854809,1.3822263058,11170,L
FAM107B,-0.0372970017,-0.1797863621,-0.4757083203,-0.5176720548,-0.6281820816,83641,L
FAM108B1,-0.079395378,-0.2894494498,-0.6093066339,-0.6831989884,-0.6895221862,NA,L
FAM108C1,-0.7909974454,-0.8996836509,-1.2569014594,-1.3586945176,-1.3959009904,NA,L
FAM109B,0.8578727005,1.0099221354,0.8335018069,1.1397857952,1.3155229619,NA,L
FAM10A4,-0.2458121844,-0.1617206906,-0.130310521,-0.6228931951,-0.3047704114,NA,L
FAM10A7,-0.3736132002,-0.069826934,-0.3112078109,-0.5386363423,-0.4526085496,NA,L
FAM110B,-0.2636412677,-0.227212273,-0.1598205002,-0.5573729103,-0.6101110153,90362,L
FAM111A,-1.3345199833,-0.9217989772,-1.7691430448,-1.059776899,-1.3360050388,63901,L
FAM114A1,0.585571788,0.4697053315,0.6261320988,0.4038233277,0.604721255,92689,L
FAM115A,-0.2854267627,-1.2502575393,-0.5666054461,-1.1877292292,-1.2111050052,NA,L
FAM116A,-0.1916043231,-0.3297412626,-0.6824189699,-0.6857062182,-0.8569103667,NA,L
FAM116B,-0.4225097425,-0.1825479524,-0.2486226085,-0.1687433077,-0.3814939824,NA,L
FAM117B,1.1456531819,1.4844973644,1.7415038358,0.9276825304,0.8044865881,150864,L
FAM118B,0.1224642506,-0.1421385484,-0.4679000017,-0.3942821918,-0.3547751048,79607,L
FAM119A,0.2154909857,-0.9321192292,-0.0966965619,-0.8163982255,-0.7940866525,NA,L
FAM119B,0.7585296411,0.7087421959,1.9148696412,0.9520266851,1.0166564273,NA,L
FAM120AOS,-0.5180287397,-0.4209934172,-0.1906326877,-0.2205025657,-0.0635716199,158293,L
FAM120B,0.0922857485,0.1798865528,0.4966637529,0.0508404138,0.5502620829,84498,L
FAM122A,-0.1482308513,-0.0378135777,-0.5166639353,-0.1815486956,-0.2330498257,NA,L
FAM122B,-0.2432308734,-0.1382178422,-0.870276531,-0.4460039574,-0.3639074809,NA,L
FAM124A,0.0961495342,-0.1768688711,-0.034261983,0.0352771065,-0.1568737975,220108,L
FAM125A,-0.311195061,-0.4420631491,0.0623781022,-0.1942262992,-0.0946622142,NA,L
FAM125B,-0.6439046059,-0.6052343473,-0.6027839764,-0.4756212144,-0.3668776655,NA,L
FAM126A,-0.7653163515,-0.7153722522,-1.1405124554,-1.0106400023,-0.9743685393,84668,L
FAM127A,-0.2659089622,-0.5815503251,-0.0496192881,-0.3686987764,-0.3908869941,NA,L
FAM127B,-0.2813166862,-0.4966212856,-0.563121577,-0.5308208323,-0.4951178678,NA,L
FAM127C,0.2631833594,-0.0365916579,-0.1674910179,0.0143992857,-0.4060140822,NA,L
FAM128A,0.0858678453,0.2138442787,0.9108509821,0.4226437206,0.3651943201,NA,L
FAM129A,-0.412924726,0.5041854338,1.0833842362,0.9387382476,1.5651364434,NA,L
FAM129B,-1.0428203034,-0.5641980075,-0.2339319242,-0.4623912921,-0.5590110306,NA,L
FAM131A,-0.116755608,-0.0271470633,0.4813680475,0.0180034767,0.0028076633,131408,L
FAM132B,0.2120058636,0.3844413036,0.1894612355,0.1214971926,0.5701308111,NA,L
FAM134B,-0.6855587074,0.9181619127,1.5952574021,1.133404881,1.9208775854,NA,L
FAM134C,-0.1476466624,0.1705234636,0.2809257831,0.1849852834,0.5020239625,NA,L
FAM135A,0.2495313129,0.1596295972,0.2444271529,1.1148526007,1.2759694341,57579,L
FAM139A,0.2575629584,0.4376517049,0.5997645255,0.6904031578,0.3731143213,NA,L
FAM13A,0.946519441,0.0291327361,1.6726208001,0.9607688306,0.9825265457,10144,L
FAM13AOS,-0.0232561375,0.1359823897,0.244038583,0.1688076566,-0.1579305537,NA,L
FAM13B,-0.689084486,-0.7648826227,-0.6623747383,-0.9701174469,-0.8736169752,51306,L
FAM13C1,-0.2703284371,-0.3742565993,-0.465336231,-0.3321585527,-0.2338127625,NA,L
FAM149A,-0.377332145,-0.3016968205,-0.2281343036,-0.2079339339,-0.2447777324,25854,L
FAM149B1,-0.2440243628,-0.2562413178,0.0529169761,0.1786929622,0.3258484973,317662,L
FAM153B,0.2748564272,0.2629857601,0.7250914584,0.5317853166,0.3901322112,202134,L
FAM158A,0.2133746666,1.0173072484,0.8994374394,0.640698324,0.514006115,NA,L
FAM159A,-0.0113679008,0.2244767184,0.8472965566,0.6937039696,0.9605743503,NA,L
FAM160A2,0.2399747524,0.4376593857,0.5464739666,0.2991699916,0.2971792494,84067,L
FAM160B1,-0.8620201514,-0.1613982008,0.0318621248,-0.4045064744,-0.2873771673,57700,L
FAM160B2,0.4005310385,0.5427834793,0.2575258122,0.519831502,0.6493559334,64760,L
FAM162A,1.4886115211,2.2286870754,2.4316365716,1.8655251368,2.2079704495,26355,L
FAM164A,-0.7737819033,-0.8002920326,-0.623433503,-0.7351622344,-0.8186237687,NA,L
FAM167A,-0.0504632252,0.0586055691,0.0949443121,0.0270012343,0.2529269395,83648,L
FAM167B,-0.0824470678,-0.1957644005,-0.100494045,-0.0265683358,-0.1685039232,84734,L
FAM168A,0.4881916589,-0.1211106638,-0.1918196155,-0.0088742562,-0.2290804685,23201,L
FAM168B,-0.0213603375,0.2651140812,0.193084521,0.1802885764,0.3786689526,130074,L
FAM171A1,0.1392562006,-0.2733316497,-0.6337993753,-0.4687722917,-0.7226383609,221061,L
FAM171B,-0.5150495343,-0.7332425588,-0.9275284196,-0.8903961769,-0.8280255655,165215,L
FAM172A,0.0775490266,0.0392120851,0.1985225826,0.1677934448,0.4087185848,83989,L
FAM173B,-0.5319119395,-0.4615968964,-0.9544537377,-0.446676318,-0.5880967378,NA,L
FAM174A,0.8686324085,1.3298454428,1.3544486232,1.3614862731,1.2424478487,345757,L
FAM176A,-2.1915035906,-2.1566265442,-1.9373649575,-1.936102612,-2.1892778432,NA,L
FAM176B,-0.6837399777,-0.4533634265,-0.5367133647,-0.6255283203,-0.2766021539,NA,L
FAM177A1,-0.0474644613,-0.489585496,-0.2872254746,-0.4919270823,-0.5774501733,283635,L
FAM178A,-0.3812831204,-0.5174642097,-0.2582759401,-0.2990905939,-0.3761794014,NA,L
FAM179B,-0.1123966147,-0.1955099759,-0.3883007473,-0.1677220248,-0.1509720054,NA,L
FAM180A,-0.1932839906,1.9349472351,2.1722729823,1.8398070383,2.1457646157,389558,L
FAM188A,0.3232591318,0.2979789653,0.4981384254,0.3586173326,0.3137539258,NA,L
FAM189B,-0.0826424227,-0.8645279087,-0.6006354224,-0.8359422612,-0.588587628,10712,L
FAM18B,0.8754569832,0.9698700309,1.4371399451,1.4042205339,1.2583928512,NA,L
FAM18B2,0.8228808548,0.5924224128,1.2083102612,1.1589341549,1.0306970009,NA,L
FAM195A,0.0396540746,-0.0247588063,0.5296117777,0.2961965249,0.1478250069,NA,L
FAM195B,-0.4481125058,-0.7304009628,-1.2513408864,-0.9335562002,-1.1388409071,NA,L
FAM19A4,0.0733283543,0.0225238958,0.6177274772,0.1865499946,0.0009810859,NA,L
FAM20A,-1.2233981917,-1.2407881269,-1.1791820524,-1.3798615652,-1.2040314906,54757,L
FAM20B,-0.0234573344,0.7664344942,0.3503154693,0.5186611021,0.5288115686,9917,L
FAM20C,-1.8276954521,-1.8461811302,-1.9519265746,-2.064164156,-1.3800511035,56975,L
FAM21A,-0.5471583605,-0.7815543247,-1.0749930181,-0.827775197,-0.8984284762,NA,L
FAM21B,-0.1034749044,-0.0137111017,0.295800812,-0.0116096542,0.1019253194,NA,L
FAM21C,-0.4315042323,-0.7046221328,-0.944777676,-0.7855686255,-0.6869350616,NA,L
FAM21D,-0.5014085716,-0.7088602617,-0.7893968129,-0.6333128602,-0.8503471091,NA,L
FAM22C,-0.0304485207,0.0341527988,0.136218033,0.3098781665,-0.0076022316,NA,L
FAM26E,-0.0505220965,-0.1780639055,-0.136999564,-0.6347678646,-0.3901933838,NA,L
FAM26F,0.4025843956,1.1941466477,1.7927312652,1.3712999373,1.3022552954,NA,L
FAM30A,0.1890255461,0.2938756704,0.3075289547,0.2298163656,0.3738568074,9834,L
FAM36A,-0.7345247694,-0.9625597868,-1.6189136536,-1.0366043064,-1.0487340946,NA,L
FAM38A,0.341397708,1.1390344948,1.6655706084,1.3285472302,1.7285732193,NA,L
FAM39E,-0.2745322047,-0.676323175,0.0177586951,-0.1914441808,-0.0689264153,NA,L
FAM40B,-0.3369324755,-0.6396508909,-0.2103398187,-0.4624780409,-0.3894893989,NA,L
FAM43A,-1.7983626335,-1.0000265131,0.8852150735,0.0875470014,0.3304326699,131583,L
FAM43B,-0.0712524331,0.1811357949,0.4086015312,0.4509460254,0.7689896379,163933,L
FAM44B,-0.0749340421,-0.0511007961,0.5884408747,0.1288547725,0.2169110354,NA,L
FAM45A,-0.7989548252,-0.6919476687,-0.0929864607,0.036487133,0.1754148238,NA,L
FAM46A,0.9913432681,1.8132115611,1.7871986881,1.7505796015,1.5400819799,NA,L
FAM46C,-0.4884758608,0.0611909764,0.6027126602,-0.3552206075,-0.3040977948,NA,L
FAM49B,0.2567899914,0.7614736871,0.5397633588,0.4891503967,0.2324853086,NA,L
FAM50A,-0.0710428304,-0.0718811072,-0.0939353885,0.1037770467,-0.2989809906,9130,L
FAM53A,0.0708793887,-0.2335497633,-0.2102112022,-0.2740943083,-0.3201275957,152877,L
FAM53B,0.1710788056,0.0694092817,0.0780836448,0.1335400683,0.2461225511,9679,L
FAM53C,-0.0313527237,-0.1182586357,-0.7085648573,-1.0069258269,-0.7012838834,51307,L
FAM54A,0.1546605679,0.393077978,-0.2432993998,0.0854320267,0.0030618897,NA,L
FAM55C,-0.2250998827,-0.3702234972,-0.5603106172,-0.4530004716,-0.4647888035,NA,L
FAM57A,1.2276898584,1.6494950593,2.078095778,1.8888486337,1.7836884168,NA,L
FAM58A,0.2949150235,0.4892799516,0.2161586825,0.2674920463,0.1293631433,NA,L
FAM59A,0.0150866549,-0.0759204222,0.8172393421,0.7295738513,0.7273979855,NA,L
FAM60A,1.1369783909,0.2259148272,-0.1527375769,-0.0917644153,-0.0464715266,NA,L
FAM63B,-0.2682494551,-0.3304714217,-0.1346452298,-0.3836337474,-0.2136945067,NA,L
FAM64A,-0.4668087181,1.0726960507,-0.7018774557,0.0017634262,-0.0696430784,NA,L
FAM65A,0.4085448313,-0.3486310066,-0.365303388,-0.5867214133,-0.4945701223,NA,L
FAM69A,0.3157630881,-0.2937348716,-0.4883896026,-0.4873324995,-0.7303298203,NA,L
FAM70B,-0.9733779823,-1.0308196131,-0.8424213242,-0.8469019019,-1.0382172808,NA,L
FAM71E1,-0.0077571598,0.3382140322,0.8086197337,0.682095328,0.5731598446,112703,L
FAM75A7,0.1424948332,-0.0317838106,0.1343097405,0.3020602415,0.4347821275,NA,L
FAM76B,0.0627317131,-0.0654673739,-0.3377342574,-0.3678598025,-0.3554814489,143684,L
FAM80A,-0.0584033927,0.0744419829,0.1604661619,0.3554615514,0.1161214932,NA,L
FAM82B,-0.0904203037,-0.2325343549,-0.2774239532,-0.2379668739,-0.1995073486,NA,L
FAM83D,-0.4740551691,1.1212656631,-1.0913791655,-0.56092684,-0.6739433759,81610,L
FAM83F,-0.153093671,0.258047759,0.647648599,0.272290031,0.5501107368,113828,L
FAM86A,0.3163238473,-0.4184073252,-1.003854647,-0.4004687107,-0.6995109954,NA,L
FAM86B1,0.1616593584,-0.5230220913,-0.8900984471,-0.2179970031,-0.6476962184,85002,L
FAM86C,-0.2321860606,-0.4006874988,-0.6382625742,-0.6465386231,-0.3353178154,NA,L
FAM86D,-0.7097749444,-0.4719353929,-0.3327522275,-0.2717902156,-0.2101344264,NA,L
FAM87A,-1.3155612527,-1.3432264293,-1.5186325091,-1.5353879848,-1.3956272315,157693,L
FAM87B,-0.5065267238,-0.6297903588,-0.6659053941,-0.4699566374,-0.526854647,400728,L
FAM89A,0.3327271891,1.1841366622,1.9130565431,1.7371429497,1.8872344028,375061,L
FAM89B,-0.5509665975,-1.1739123026,-1.1757108999,-1.1158834708,-1.0613896526,23625,L
FAM8A1,-0.5241083223,-0.1993306351,0.0817219199,-0.2567134269,-0.316380629,51439,L
FAM90A11P,-0.0261717822,0.0291188961,0.0088741699,0.3016501346,0.0578552265,NA,L
FAM91A1,0.1768598581,-0.0771534103,-0.2096621344,-0.143105096,-0.5245825614,157769,L
FAM92A1,0.0136147379,-0.3120297147,-0.3475793723,-0.125293489,-0.2682561562,NA,L
FAM96A,0.3747295959,0.9861354411,0.5854357461,1.1863281147,1.1582412191,NA,L
FAM96B,0.0966918529,0.150713136,0.4586628295,0.5180909611,0.4577198557,NA,L
FAM98A,0.5362913401,0.7608996966,0.3054370656,0.358132434,0.3427123041,25940,L
FAM98C,-0.239684651,-0.1838978147,0.0759958621,0.0012771911,0.2636936691,147965,L
FAM9A,-0.0107981925,-0.3340277631,-0.1186273517,-0.1494836508,-0.0480295723,171482,L
FANCA,0.0910039075,0.0361484713,0.3141260142,0.3433318531,0.2294536689,2175,L
FANCD2,-0.5014886483,0.6591441482,-1.1457665312,-0.314687242,-0.770617074,2177,L
FANCE,-0.4953566493,-0.4768976104,-0.6169499004,-0.5820877555,-0.4431942183,2178,L
FANCF,0.0190758183,0.0941854793,-0.1805546419,-0.1468544956,-0.2041789148,2188,L
FANCG,-0.0089694727,0.2624292944,-0.3670939369,0.0769938428,-0.3472879157,2189,L
FANCI,-0.2163083051,0.5987275639,-0.7469094839,0.2247444838,-0.4143691414,55215,L
FANCL,-0.3477109849,0.3725304873,0.2766160056,0.8520907406,1.0554038786,55120,L
FAP,0.2230136845,-0.5001002203,-0.9481853639,-0.0724225547,0.2510346279,2191,L
FAR1,-0.2124044527,0.0160967933,-0.8664987656,-0.3698251392,-0.5288997148,84188,L
FAR2,-1.9806397444,-2.0881621383,-2.6262277527,-2.1372146699,-2.3774255775,55711,L
FARP1,-0.1406059513,0.168540524,0.3939028846,0.6503756567,0.7480889482,10160,L
FARS2,0.2859096487,-0.2089958733,-0.4414442963,0.1768418336,0.0733350103,10667,L
FARSA,0.4641256133,0.4860361594,0.2115886802,0.3954076075,0.2338332635,2193,L
FARSLB,-0.2164738734,-1.0315716462,-0.5449986482,-0.7232597286,-0.9110064663,NA,L
FAS,-0.208857146,-1.2718903375,-1.4796142212,-0.9720205316,-1.0567007549,355,L
FASN,-0.1437934636,-0.2349980277,-0.8835082806,-0.8644642903,-0.7932846158,2194,L
FASTKD2,0.2790380063,-0.1683405099,-0.6958833638,-0.2702180826,-0.4930059014,22868,L
FAT1,-0.2383268632,-0.2916100954,-0.5522648672,-0.7218245773,-0.386238731,2195,L
FAT3,0.8405130226,1.79689824,0.2613240267,0.5108279872,0.8149528417,120114,L
FAU,0.3865195835,0.2421749839,-0.0178542779,0.3715049138,0.3295438996,2197,L
FBL,0.5148317172,0.6323222464,0.2693528678,0.1147673373,-0.1370504536,2091,L
FBLIM1,-0.1698600448,-0.2660192483,-0.3309182925,-0.0656308715,-0.3378895234,54751,L
FBLN1,-0.2154144569,-0.6340628291,-0.6912342225,-1.9879219573,-2.2999388499,2192,L
FBLN2,0.9891102771,1.2950183189,1.0019846983,0.1861985807,-0.1124167157,2199,L
FBLN5,-0.0904937812,-1.3338606829,-1.6099663166,-1.7419024347,-1.8670453048,10516,L
FBLN7,0.221356067,1.0152836443,1.2776911447,1.4637537,2.0409199101,129804,L
FBN1,0.8392508753,0.7947815667,0.7508263121,0.2382712581,0.3261113128,2200,L
FBN2,-0.1926258375,-1.0166103848,-2.8146688691,-2.7869695953,-3.4403633004,2201,L
FBXL10,0.2354441898,-0.2145696644,-0.0241337315,-0.4624059101,-0.7422197156,NA,L
FBXL11,0.239178461,0.3048032348,0.2951092326,0.1027566313,0.4116463257,NA,L
FBXL14,-0.2698540959,-0.0257794727,0.6428580288,-0.0072447484,0.262782808,144699,L
FBXL15,0.3138557902,0.6112697294,0.8842168209,0.6365081019,0.5449964328,79176,L
FBXL2,-0.3932098849,-0.5178310306,-0.3569854626,-0.2542597829,-0.2861909515,25827,L
FBXL21,0.1941353908,0.3762649154,0.091229705,0.0736772857,0.1043692653,NA,L
FBXL3,-0.0581846713,0.1014679541,0.4125466084,0.2950787209,0.152231441,26224,L
FBXL5,0.1432211496,0.2265106565,0.2225196475,0.0824638486,0.3614212851,26234,L
FBXL7,-0.8832650094,-0.885829864,-0.9518933583,-0.7089192876,-1.0725435427,23194,L
FBXO11,-0.535578393,-0.7442695138,-0.7776678972,-0.9191921946,-0.7958945461,80204,L
FBXO16,0.2576723266,0.4643212423,0.6322434163,0.7930570274,0.6671190435,157574,L
FBXO17,-0.141715601,-0.1502299731,0.5881837475,0.3895113863,0.4997049181,115290,L
FBXO2,0.1145124731,0.6717530365,1.6455076341,2.097732822,2.6960831454,26232,L
FBXO21,0.1550934449,-0.1276620898,-0.255252837,-0.3000590428,-0.7277109344,23014,L
FBXO22,-0.3364163628,-0.3998587018,-0.8171628097,-0.7258601733,-0.7043406204,26263,L
FBXO28,-0.1654766706,-0.1473103293,-0.8773069803,-0.7530046378,-0.813426988,23219,L
FBXO3,-0.3987952021,-0.6013322432,-0.6149242141,-0.2955128565,-0.315260354,26273,L
FBXO30,-0.5389516054,-0.6978776305,-0.5500703767,-0.9799304029,-1.0415212879,84085,L
FBXO31,-0.4083489599,-0.2921933412,-0.3753068491,-0.5461226931,-0.2001565898,79791,L
FBXO32,-3.513489553,-3.9041425748,-1.8966397508,-3.6314247921,-3.2062561163,114907,L
FBXO33,-0.74616653,-0.8274312501,-0.7621250078,-0.8005596886,-0.706810582,254170,L
FBXO38,-0.0100180067,-0.2459398071,0.0912906915,0.0749826361,-0.2421184285,81545,L
FBXO4,0.1040971452,0.4529508082,0.3030532646,0.684112031,0.546351713,26272,L
FBXO46,-0.0749611091,-0.5073154781,-0.7402273086,-0.5328749282,-0.4255381665,23403,L
FBXO5,-0.0261498655,0.681078653,-0.6741839657,-0.0529249895,-0.463295026,26271,L
FBXO6,-0.2582026086,0.1520734281,0.2360689764,0.3678583084,0.3627026604,26270,L
FBXO8,0.068040772,-0.0539859734,0.495817384,0.7066488013,0.5709558564,26269,L
FBXO9,-0.0668191493,-0.0702217759,-0.3012698397,0.0651597066,-0.3115426904,26268,L
FBXW10,-0.0504108158,0.1723979378,0.1030611252,-0.1310409056,0.2056637306,10517,L
FBXW11,0.2712300072,0.3454644004,0.346139488,0.4238239558,0.6287212144,23291,L
FBXW7,0.437541188,0.524047639,1.1293806543,0.4692811829,0.5806792775,55294,L
FBXW8,0.0813664878,0.2098455386,0.7253104709,0.1168526095,0.1773360308,26259,L
FBXW9,0.214112526,0.6067605143,0.3221695089,0.3651325284,0.3121315169,84261,L
FCGBP,0.3185438145,0.3846094889,0.7506553839,0.669883603,1.1895210903,8857,L
FCGR2A,-0.1094234169,-0.0492592574,-0.1841461824,0.0213149688,-0.2320224935,2212,L
FCGR3A,0.3829330477,0.3590424067,1.0341414372,0.423716265,0.1205430903,2214,L
FCGR3B,0.2050799782,-0.0115039522,0.7297353374,0.2261866456,0.4655606323,2215,L
FCHSD2,-0.7006131784,-0.4589533266,0.4299302237,-0.1957339313,0.2056366425,9873,L
FCN1,-0.155260257,-0.0756351856,-0.3158598785,-0.035453513,0.0407513659,2219,L
FCRLA,-0.2464637595,-0.4360243372,-0.390040967,-0.392029181,-0.4356428893,84824,L
FCRLB,-0.7614288295,-0.8456278987,-1.0580895159,-0.7104690126,-0.5783030499,127943,L
FDFT1,-0.7333547399,-0.5924199937,-0.7875963051,-0.8546094632,-0.9686024431,2222,L
FDPS,-0.4310061479,0.0374999822,-0.3568980972,-0.175270055,-0.2638926269,2224,L
FDX1L,-0.6341896501,-0.9110135053,-1.5751978953,-0.826200176,-1.0993061281,NA,L
FECH,-0.4093472514,-0.2917411194,-0.7571550498,-0.4573763731,-0.6793255661,2235,L
FEM1A,0.3528140984,0.4871288512,-0.0195345943,0.0635447947,0.1255542443,55527,L
FEM1B,0.1899159953,0.2616310605,0.6106756098,0.3763315407,0.4477750478,10116,L
FEN1,0.8452690775,0.7189609325,-1.7138125451,-0.5397072132,-1.2781510375,2237,L
FER,-0.1051353354,-0.3289203344,-0.7235044367,-0.591518421,-0.5285014518,2241,L
FER1L3,-2.1355055266,-3.5231124084,-2.6677303022,-2.726065548,-2.4760937144,NA,L
FER1L4,1.0013036517,1.0518062435,1.6355659788,1.433260534,1.2493992478,NA,L
FERMT1,0.3614239818,0.1709007918,1.0356281851,-0.0756596769,0.0856370644,55612,L
FERMT2,0.1791192529,0.610096284,1.2267082661,0.7797405734,0.7614996763,10979,L
FES,-0.7398923511,-0.4846391663,0.3311875822,-0.6189275999,-0.5549067088,2242,L
FEZ1,-0.2191803766,-1.0079302289,-2.1927037315,-1.946609194,-2.1336045309,9638,L
FEZ2,-0.4532972239,0.00734105,-0.3659943202,-0.3001865847,-0.3143755246,9637,L
FGA,0.0718014901,0.0633621583,0.3323081896,0.1252151359,0.1827506601,2243,L
FGD1,0.5083943357,0.0322286748,-0.3801988823,-0.3131359013,-0.1382009312,2245,L
FGD6,-0.0292272127,-0.2266371465,-0.2904394421,-0.242312675,-0.2657052392,55785,L
FGF1,-0.1387749275,0.5249342007,2.3444354378,1.8704094608,2.5176876363,2246,L
FGF11,1.8739981071,2.6851283832,2.8792905808,2.6785580197,2.5425908369,2256,L
FGF13,1.0607006281,0.5280258684,0.45667967,0.6557085294,0.2893971915,2258,L
FGF14,0.0520535502,0.0351189482,0.0785933911,0.2481081856,0.4763674152,2259,L
FGF2,-2.3370302768,-1.9120949597,-1.8292039809,-1.2662054816,-0.9527276327,2247,L
FGF20,0.0743530034,0.1564694452,-0.0760142572,0.3882320881,0.1226453176,26281,L
FGF21,0.2046396481,-0.0638284245,-0.0179884471,-0.0242769552,0.2056031948,26291,L
FGF5,-0.7521121401,-0.8112151825,-0.7453629085,-0.8458312295,-0.9600953395,2250,L
FGF7,-1.0664077296,-1.0642382425,-0.9919677764,-0.9239577037,-1.0940088547,2252,L
FGFBP2,0.3279016896,4.9977594968,7.2136922871,7.041014151,7.0978831276,83888,L
FGFR1,-0.3257566938,-0.3956813696,-0.4867185441,-0.5444287666,-0.3258971814,2260,L
FGFR1OP,0.1024212179,0.486217043,0.6267767334,0.1289143507,0.117724586,NA,L
FGFR2,-0.0137385054,-0.2456360182,-0.245111653,-0.2737400335,-0.2753972185,2263,L
FGFR3,6.0267991791,6.979700751,7.1677983786,7.0991362438,6.9288035795,2261,L
FGFR4,0.6976338348,1.7491971493,0.9748858694,0.7462489474,0.5769158768,2264,L
FGFRL1,1.0659622758,1.8549178766,1.7030726453,1.6908405439,1.957515901,53834,L
FGGY,0.9231272785,0.1667734004,0.0287537146,0.0371056803,0.5251588054,55277,L
FGL1,0.1926578729,0.2516401036,0.585287395,0.3353061562,0.4026711534,2267,L
FH,-0.0198832303,0.0446582045,-0.3236854181,-0.2727059705,-0.3743746444,2271,L
FHL1,-0.5791718091,-0.4404315253,1.4017207217,0.635447999,1.3751918753,2273,L
FHL2,-3.1641627577,-4.3489165057,-4.6363197407,-4.7804230233,-4.9709477106,2274,L
FHOD1,0.9691485991,0.3802061077,0.2205917337,-0.3632162627,-0.1065744189,29109,L
FHOD3,-0.7923668011,-1.4328547861,-2.1154571827,-2.046078908,-2.1343248486,80206,L
FIBCD1,0.2086992974,1.1578547759,1.0651108341,0.812161134,0.920444051,84929,L
FIBIN,-0.4700171278,0.7935138179,1.1028045618,1.1468536842,1.3916736437,387758,L
FIBP,-0.1633871051,-0.3602422272,-0.525204519,0.085078231,-0.407925731,9158,L
FIG4,-1.2288732292,-0.9723983326,-1.1684633818,-0.7035754887,-0.5525894146,9896,L
FIGNL1,0.1562373541,0.6083001551,0.367958648,0.6577789489,0.4504193105,63979,L
FIGNL2,-0.164499953,0.0656699769,0.5909373644,0.2226072449,0.0615583043,401720,L
FILIP1L,0.8377694743,-0.0554694816,-0.0954721224,-0.3070911587,-0.4694175044,11259,L
FIP1L1,-0.7154081355,-0.6271510746,-0.7698449715,-0.6589321206,-0.593013357,81608,L
FITM2,0.0513248842,0.0871441039,0.0390151003,0.4576217628,0.533445273,128486,L
FJX1,-1.5231338941,-1.5163898737,-2.4781440949,-2.0679625453,-2.2458215571,24147,L
FKBP10,0.6055759187,1.3757606191,1.1974706719,1.1389763651,1.8535782408,60681,L
FKBP11,1.8276135461,2.3532215914,2.1150939687,1.9895653043,1.8581344506,51303,L
FKBP14,1.7930909646,1.5374244466,1.7664505056,2.0717515179,1.4045323085,55033,L
FKBP1A,-0.2655206811,-0.6074692388,-1.4011861301,-0.6722825532,-1.3269852807,2280,L
FKBP2,0.0292491525,0.1456794625,0.2453237807,0.3890543853,0.3213505106,2286,L
FKBP4,0.7479716823,0.4560527303,0.3582723117,0.5728931554,0.2975453375,2288,L
