,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,ID,dataType
DYRK1A,-0.1573437347,-0.3618677643,-0.4334780161,-0.7786984007,-0.8906095988,1859,L
DYRK2,0.4036129523,0.0371724244,-0.5385669214,-0.5753164121,-0.6519462878,8445,L
DYRK3,-0.5199280949,-0.3849176478,-0.6509329134,-0.6757921369,-0.6844066151,8444,L
DYRK4,0.9860307104,1.6279629883,1.7026578658,2.0120638772,1.8366754679,8798,L
DYSF,0.9714318231,0.4790221276,0.3129142633,1.1828210152,0.1995474541,8291,L
DYX1C1,-0.251643387,-0.0897380182,-0.438012492,-0.1799614142,0.0098299933,NA,L
DZIP1L,0.7635908469,0.7219581012,1.1723412572,0.7723074626,0.968643799,199221,L
E2F1,-0.091476847,0.4481405136,0.4930232787,0.493944186,0.3526671789,1869,L
E2F3,0.4816007045,0.2128369221,0.1027065184,-0.0721267755,-0.0673889416,1871,L
E2F5,0.4574002565,0.0615216414,0.1404167048,0.0008301149,0.1626372314,1875,L
E2F7,1.1692453547,0.3172632882,-0.3672682954,-0.1730528389,-0.3699691278,144455,L
E4F1,-0.1040666386,-0.2478580987,-0.3278810877,-0.5887582654,-0.4323216422,1877,L
EAF2,0.3435575181,0.8156744616,0.4985564521,0.5565740929,0.7013331315,55840,L
EAPP,-0.0925243774,-0.4108643399,-0.4817625977,-0.2964168112,-0.0706473252,55837,L
EBAG9,0.2297536344,0.2817170219,0.8530290889,0.4636551226,1.0428395512,9166,L
EBF1,-0.6799124628,-1.3307278734,-1.3742908225,-1.8559849609,-2.1374820439,1879,L
EBF3,-1.3355633064,-1.4094349315,-1.7898204765,-1.7126198115,-2.1012676887,253738,L
EBI2,-0.0085406004,0.3663842712,1.1334918493,-0.0621516404,-0.0380245355,NA,L
EBNA1BP2,1.1103499699,0.7137449319,-0.0866309894,0.716034056,0.020670693,10969,L
EBP,-0.0977119469,0.2305744757,-0.621636801,-0.1166964725,-0.4082758864,10682,L
EBPL,0.5856322163,0.9448457559,0.1319009745,0.5471114866,0.3531566296,84650,L
ECD,-0.1011499228,-0.2544981257,-0.6342185852,-0.4863278943,-0.7037172642,11319,L
ECE2,1.8136007231,1.0654497546,0.9925481947,1.5341217459,0.805954959,9718,L
ECGF1,1.0426760376,-0.0686642974,-0.6137125537,0.9824009945,0.6656665286,NA,L
ECH1,-0.5215025168,0.3055077219,0.5691368126,0.755854994,0.7603763628,1891,L
ECHDC1,0.3558974413,0.3542687746,-0.334993512,0.0985957704,0.0023980579,55862,L
ECHDC2,-1.1090325952,-1.3297523961,-1.6927433536,-1.4691164271,-1.2237452397,55268,L
ECHDC3,0.2567734887,0.1881842612,0.0120526452,0.0851374077,0.3298362964,79746,L
ECM1,-0.6732488817,-1.098381065,-1.1684444503,-2.0046501906,-2.3407507805,1893,L
ECM2,0.521761235,0.2233946379,-0.0243001063,0.5372007636,0.5666177093,1842,L
ECOP,-0.6422252748,-0.5753497613,-0.5663031382,-0.2810228466,-0.2816668126,NA,L
ECT2,-1.0698788636,0.1161602847,-1.6748714571,-0.9394709563,-1.0404478349,1894,L
EDA2R,-0.2135858853,-0.1224359385,-0.3625533971,-0.2197861069,-0.3557129503,60401,L
EDEM1,0.9036898629,0.6615424613,-0.0123521086,0.6195383459,0.5400805332,9695,L
EDEM2,0.133947638,-0.2497428742,-0.6852438931,-0.4886766139,-0.6197837226,55741,L
EDEM3,0.2581155674,0.1498752641,0.1259730367,0.1502552624,0.2454819761,80267,L
EDF1,0.2487705809,0.5817738676,0.2736916231,0.6914489929,0.5432476693,8721,L
EDG1,-0.8764181675,-1.1046402231,-0.7711774646,-1.0546161554,-1.0039720582,NA,L
EDG4,0.4924595358,0.034683213,0.7384747488,0.465000691,0.449666555,NA,L
EDIL3,-0.7396755692,-0.9620204019,-0.5414970868,-1.2526300194,-0.9945825591,10085,L
EDN1,-0.2694542138,-0.4495571259,-0.3044315698,-0.2623346302,-0.3046103902,1906,L
EDNRA,1.7621828522,0.5595311778,0.8197842468,0.9788455626,1.1155919317,1909,L
EDNRB,0.1731832543,0.4497582187,0.1416076934,-0.0769332867,-0.073068629,1910,L
EEA1,-0.1970953714,-0.6132445831,-0.6838692331,-0.7458681907,-0.6104872798,8411,L
EED,0.437202582,0.3007521683,0.1972938091,0.1918611329,0.1954730266,8726,L
EEF1A2,1.1321379268,3.3044888439,3.7734159565,2.5564894066,2.7057646837,1917,L
EEF1AL7,-0.2099901807,0.0198081242,0.3214857976,-0.2290681021,0.219084205,NA,L
EEF2,0.0796213827,0.0860650928,0.0915379594,-0.1582205254,0.19161002,1938,L
EEF2K,0.9197536055,0.6905785938,0.8013893214,0.6827712396,0.6658181548,29904,L
EEPD1,-0.420216854,-0.1419655009,-0.3574418741,-0.2706412349,-0.3149346302,80820,L
EFCAB1,0.0194705295,0.3063398777,0.2554952107,0.4630131606,0.7030765146,79645,L
EFCAB3,0.4378770999,0.5574825109,0.8314867102,0.4861218163,0.4358080962,146779,L
EFCAB4A,-1.081006969,-0.9817875026,0.0174382724,-0.6187119821,-0.6937474246,NA,L
EFCAB6,0.2457403538,0.1992121467,-0.0628611419,0.0367780666,0.2865366953,64800,L
EFCAB7,-0.1871178145,-0.4189351513,-0.5978353819,-0.2988056092,-0.3725909019,84455,L
EFCBP1,0.1003582069,0.2214031985,-0.4575693637,0.3283802386,-0.3648885916,NA,L
EFEMP1,-0.8780219924,-3.6287815729,-4.9797306252,-4.8052337723,-5.0238647691,2202,L
EFEMP2,-0.3300964155,-0.5031264008,-0.0926053678,-0.4976778056,-0.7085164887,30008,L
EFHA1,-0.1426377412,-0.2327271823,-0.9224354447,-0.4766669339,-0.4453621513,NA,L
EFHD1,1.2714936481,2.2507863048,5.2223875589,4.2959424428,4.8081491419,80303,L
EFHD2,-0.9137163304,-0.8743660094,-1.0538396424,-0.8906687839,-0.7279772994,79180,L
EFNA1,2.8523812144,2.5522006962,3.782171551,3.3225379153,3.7236739058,1942,L
EFNB2,-0.9635560139,-1.842095039,-1.5699365884,-2.1280628185,-2.4499912746,1948,L
EFNB3,-0.0533691351,-0.3996855799,-0.7553596403,-0.6296448633,-0.588112215,1949,L
EFR3A,-0.3400283303,-0.5730976497,-1.071997661,-0.6324599953,-0.6982373409,23167,L
EFR3B,0.0636254412,0.1656398625,0.4749736497,0.0783888676,0.1866590902,22979,L
EFS,1.5051534795,1.8476741825,1.6538171462,1.9112596641,2.2676750878,10278,L
EFTUD1,-0.8445151167,-0.5120150376,-0.067060524,-0.5825969944,-0.5247991819,NA,L
EFTUD2,0.3682751481,0.3069620296,0.0117656635,0.0943864972,0.1220268491,9343,L
EGFR,-0.9941296263,-1.487281042,-0.7597681148,-1.6804282321,-1.250002397,1956,L
EGLN1,0.7798775597,0.6848266256,0.9713209946,0.7155562543,0.6641921913,54583,L
EGLN2,-0.4198437714,-0.5159670308,-0.7960913177,-0.7341113078,-0.8438147411,112398,L
EGLN3,0.1582151387,0.0203561422,1.6326786753,1.6594485071,1.5719697415,112399,L
EGR1,-4.3274310197,-4.4570569697,-1.8096192445,-3.0943987396,-2.7606573157,1958,L
EGR2,-1.4210311715,-1.8337551021,-0.7807379501,-1.8272206728,-1.4873109015,1959,L
EGR3,-1.4446240656,-1.2508356707,-0.7598842187,-1.287773765,-1.0850534037,1960,L
EHBP1,-0.0870553232,-0.2299377614,-0.6482948513,-0.6311252655,-1.1006730252,23301,L
EHBP1L1,-1.5333984683,-1.415323947,-1.392023571,-1.3481505062,-1.3573767218,254102,L
EHD1,0.1085010273,-1.0935284569,-0.8505666388,-1.8364470176,-1.7669902548,10938,L
EHD2,-0.1409130082,-0.1024105002,0.6423384075,0.090064122,0.3909939018,30846,L
EHD3,0.5671146268,0.6308089186,1.3169536766,1.1958943723,1.3462099357,30845,L
EHD4,-0.5301940232,-0.1673957732,-0.3680395699,-0.3498216547,-0.2321909814,30844,L
EHMT1,-0.0570305487,-0.051648031,-0.2716829301,-0.3012437799,-0.2283218401,79813,L
EID1,0.5953127556,-0.0727455918,-0.5815278143,-0.0721049688,-0.6689101978,23741,L
EID2B,0.0324790597,-1.0364393296,-0.6520910074,-1.0519218983,-1.0113200056,126272,L
EID3,0.4075034326,1.0223926823,0.8684744799,0.6704482131,0.8924715386,493861,L
EIF1AX,0.3588830527,0.4182387044,0.5100702969,0.0525262422,0.3593367217,1964,L
EIF2A,0.1219771988,0.224386997,0.5330672057,0.2149577637,0.3977137651,83939,L
EIF2AK1,-0.1446841145,-0.4498803665,-0.8721940979,-0.2250266634,-0.3525277247,27102,L
EIF2AK2,-0.0134370035,-0.067578203,-0.7658054704,-0.5599787836,-0.5499024598,5610,L
EIF2AK3,0.2102772287,0.403983943,0.6781556656,0.6812399297,0.6093220004,9451,L
EIF2B2,0.1433656366,-0.2772078705,-0.286345346,-0.5005906809,-0.4677178756,8892,L
EIF2B3,0.2901181812,-0.2360386794,-0.852447596,-0.2067745229,-0.2928862121,8891,L
EIF2B4,0.1992543666,0.4094609212,0.2891457255,0.1479559384,0.3554742289,8890,L
EIF2B5,0.5051950274,0.2655462935,0.2442032986,0.4285421073,0.4602989486,8893,L
EIF2C1,-0.1816216756,-0.1165751419,-0.4938869636,-0.2913304548,-0.2190013319,NA,L
EIF2C3,-0.0032299554,-0.0153948703,0.118968053,-0.0953993438,-0.2620174889,NA,L
EIF2C4,-0.0698639936,-0.2385972877,-0.1204144918,-0.2410667419,-0.1979644009,NA,L
EIF2S1,0.5004886979,0.6686463762,0.2634396677,0.6388819315,0.5038573217,1965,L
EIF2S2,-0.1752043078,0.4189590391,0.2054049147,0.2306547368,0.5431105107,8894,L
EIF3A,-0.108050423,-0.1308440496,-0.4595094876,-0.4792126436,-0.3663426629,8661,L
EIF3B,0.6619427448,0.8294538827,0.428919951,0.5378418307,0.5805948384,8662,L
EIF3CL,0.3993391701,-0.2736534044,-0.7268995649,-0.5451070207,-0.9463522521,728689,L
EIF3F,-0.290601481,-0.2006465241,0.0040536108,-0.5341351901,-0.5061627289,8665,L
EIF3H,0.0854050256,0.6688468167,0.6140501161,0.898772367,0.880109157,8667,L
EIF3I,0.2949323143,-0.1159804308,-0.4140678725,0.0363377501,-0.1861034778,8668,L
EIF3J,0.7647467951,0.633722908,0.1908743177,0.2642061401,0.4846458813,8669,L
EIF4A1,0.3944317821,0.2593411109,-0.0755947304,0.1622770827,-0.3848939707,1973,L
EIF4A2,-0.3135869858,-0.4771164808,0.0808361601,-0.2874794484,0.1532666796,1974,L
EIF4B,-0.5166492872,-0.4971990943,-0.1304954956,-0.6041214666,-0.2327084855,1975,L
EIF4E2,0.7071407999,0.9286278451,0.6131470043,0.7852307918,0.594649917,9470,L
EIF4E3,-0.4453881069,-0.6726774349,-0.1658498476,-0.441695355,-0.5154438332,317649,L
EIF4EBP1,1.1987465178,0.91608988,0.6995350107,0.9742416193,0.8592442578,1978,L
EIF4EBP2,0.33861495,0.6924174499,0.794281371,0.7497309357,0.8240579159,1979,L
EIF4ENIF1,-0.1856590322,-0.2028269839,-0.4025391629,-0.5031282667,-0.4771402914,56478,L
EIF4G2,0.2898616168,-0.5719689399,-0.6822820368,-0.4807407874,-1.0055288826,1982,L
EIF4G3,-0.3260295129,-0.6468245187,-0.9676316841,-0.7317248134,-0.7738960596,8672,L
EIF4H,0.1768542272,0.3750157077,0.3463653574,0.5132746201,0.3343566748,7458,L
EIF5,0.3505997859,0.4158018449,0.3887239864,0.6879584235,0.6990816072,1983,L
EIF5A2,-0.041825162,0.0967021384,-0.5083301267,-0.440402353,-0.5052631656,56648,L
ELAC2,0.3016329699,-0.011493925,-0.5509833524,-0.3445032594,-0.0481219239,60528,L
ELAVL1,0.0085768673,0.1134799811,0.0555647509,0.26468917,0.3232096948,1994,L
ELF1,0.4065377089,-0.310125382,0.3348319108,0.2127260741,0.527931485,1997,L
ELF2,0.1767816641,0.099955771,0.2940359727,0.4210396337,0.4646639066,1998,L
ELK1,-0.5490699196,-0.3449852645,0.2340673992,-0.1082308823,-0.1236931329,2002,L
ELL,-0.297727909,-0.38835621,-0.3540033145,-0.2956082749,-0.2781282769,8178,L
ELL2,0.8760130178,0.6017989352,0.9514316258,0.7756668134,0.6351223246,22936,L
ELMO1,0.2187846119,0.4354516921,1.3647879956,0.9055405985,1.0416117461,9844,L
ELMO2,-0.080243968,-0.2720583052,-0.2481688832,-0.4124058458,-0.0124280244,63916,L
ELMOD1,0.5509600927,0.194143295,-0.0280422605,0.1952840199,0.1491605938,55531,L
ELMOD2,0.7445543707,0.7546681075,1.23665724,1.2946150917,1.0393977194,255520,L
ELMOD3,0.1851914832,0.1012494281,0.2723155834,0.2008300174,0.2393778868,84173,L
ELN,1.6704730091,1.0291056368,0.7519004845,0.3862553375,0.430668013,2006,L
ELOVL1,0.4636936095,0.2818040386,0.389430774,0.1165116731,0.2742172196,64834,L
ELOVL3,0.0112820451,-0.149945211,-0.0728045049,0.216871735,0.3598469707,83401,L
ELOVL4,-0.1628103219,0.6833801148,0.0874273149,0.3485990143,0.2523105764,6785,L
ELOVL5,-0.1355770208,-0.2525897225,-0.2640528357,-0.5447464242,-0.6559642971,60481,L
ELOVL6,-1.378889722,-1.8319720238,-2.2428741933,-1.9242212848,-1.8064978807,79071,L
ELP2,0.4152000432,0.2423776196,0.8769962822,0.1373252908,0.3773808305,55250,L
ELP3,-0.3643063272,-0.1152218609,0.2063258188,0.200314465,0.4783128448,55140,L
ELTD1,-0.3472314902,-0.8753819499,-1.2400298527,-0.5765293425,-1.1538219881,NA,L
EMD,0.1550026992,0.3309239969,0.4269355142,0.0654632174,-0.1581844265,2010,L
EMILIN1,0.7861040208,1.4346058201,0.598611044,0.5485611437,0.6372290093,11117,L
EMILIN2,1.2361239986,1.2655030599,0.69837222,0.9230323261,0.9118920241,84034,L
EML1,1.1550403009,0.1746033731,-0.1746724594,0.4260816525,0.5832744086,2009,L
EML2,-0.1720931899,0.1483401396,0.2299689704,0.2811021808,0.4791035306,24139,L
EML3,-0.0829066016,-0.7143014932,-0.8529851464,-0.5346843683,-0.4315223374,256364,L
EML4,-1.2987285273,-0.9662682387,-1.4166417431,-1.5364385298,-1.4123460234,27436,L
EMP1,-1.8308840828,-1.4990109414,0.4283646483,-1.4675842863,-1.177478059,2012,L
EMX2,-0.7571933198,-1.1274778393,-0.2794228166,-0.7177977586,-0.5201139323,2018,L
ENAH,-0.1092606706,-1.1598155967,-1.2630956316,-1.3020614137,-1.4590628428,55740,L
ENC1,0.0535990992,-1.0373236827,-2.5354135458,-2.1972569095,-2.7768734005,8507,L
ENDOD1,-0.3093083682,0.0412949727,0.8097567874,0.4801194155,0.776173259,23052,L
ENDOG,0.4613685642,0.6514161593,0.7347275912,0.4866761462,0.0346472997,2021,L
ENG,-0.1912386112,-0.8221456659,-1.7547934558,-1.1106653734,-1.2666627025,2022,L
ENHO,-0.0898641978,0.3933483752,1.1728535455,0.4332631456,0.5371899183,375704,L
ENO2,0.7567218031,1.9042220488,3.0439349208,2.1742486634,2.5391146267,2026,L
ENO3,-0.3139601627,-0.5704628224,-0.1383812255,-0.5868723425,-0.5537742207,2027,L
ENOPH1,0.0499416112,-0.0972434078,-0.5726177434,-0.2092072554,-0.3320440319,58478,L
ENOX2,-0.2144371404,-0.4603837833,-0.8524006269,-0.8196882465,-0.7197817018,10495,L
ENPEP,0.1769494269,0.1424423446,0.424325113,0.2036186254,-0.0103087394,2028,L
ENPP1,-0.2013735773,-1.3830010229,0.5698897386,0.6666818188,0.5614140965,5167,L
ENPP2,0.4362650991,1.3626459716,1.1344892474,0.2547882228,0.0586312244,5168,L
ENPP4,-0.4374848114,-0.3957237044,0.2506887108,0.3831259785,0.1712663578,22875,L
ENTPD3,0.148718448,0.8819924529,0.9294310272,0.4526930469,0.3452419411,956,L
ENTPD4,0.3894483689,0.050433672,0.5988690272,0.0483932286,-0.1254966293,9583,L
ENTPD6,-0.8117689358,-0.6930528703,-0.7160713137,-0.6558900347,-0.8450779683,955,L
ENTPD7,0.9025172146,0.5967438262,0.4470476205,0.2899653875,0.1842393959,57089,L
ENY2,0.363630933,0.3987583842,0.3379650223,0.5277542021,0.2888352855,56943,L
EP300,-0.089155767,-0.2405206213,-0.5612149645,-0.4296474106,-0.2155436248,2033,L
EPAS1,-2.7103489871,-2.7395854963,-1.9969620496,-2.8009268356,-2.5552509666,2034,L
EPB41L2,0.5032547631,0.8642362855,0.5923672716,0.6610769057,0.6778264765,2037,L
EPB41L3,-0.1756550255,-0.0365226753,0.3549498706,0.6007104507,0.6655495938,23136,L
EPB41L4A,0.0789378098,0.1542747311,0.7138249641,0.2902539979,0.3662594111,64097,L
EPDR1,-1.5054890445,-1.3217357966,-1.0132390681,-0.9721578022,-1.0499362267,54749,L
EPHA10,0.3679255973,0.4369234883,0.472414004,0.3690794562,0.4471048471,284656,L
EPHA2,-0.9940903773,-0.9749736496,-1.1697197908,-1.0657979526,-0.9771572489,1969,L
EPHA3,0.7408856802,0.8334586889,1.3493716868,1.6129335791,1.6321979178,2042,L
EPHA4,-0.604755112,0.2921331098,0.508483737,0.5911862103,0.6332963632,2043,L
EPHA8,0.1555938075,0.094333068,0.2558610635,0.325615886,0.3198844253,2046,L
EPHB1,-0.2626505669,-0.3649447984,-0.2561820863,-0.3640328058,-0.3323577412,2047,L
EPHB2,0.1448651476,-0.3562113699,-0.2184751762,0.0343869329,-0.3094282492,2048,L
EPHB3,0.1260919684,0.7606314475,1.0093181792,0.4857772799,0.7594191514,2049,L
EPHX1,-0.1811247479,-0.7300786688,-1.0251249892,-1.087905059,-0.994068266,2052,L
EPHX2,0.0452517249,0.246453825,0.5958159329,0.5056184758,0.6365632861,2053,L
EPM2A,0.0454770612,0.2095609512,0.18910103,0.1612817084,0.2987926367,7957,L
EPM2AIP1,-0.6242314287,-0.6503423551,-0.9983859724,-0.7758617653,-0.9036090052,9852,L
EPN1,-0.0150344131,-0.2043753773,-0.1667003201,-0.3915503277,-0.3639600049,29924,L
EPN2,-0.4920105393,-0.5067806587,-0.3997057392,-0.796277658,-0.5776255349,22905,L
EPPB9,-0.5474087486,0.3957936834,-0.0099953482,0.6708581287,0.086887271,NA,L
EPR1,-0.6197162534,0.5784562869,-1.1155071967,-0.0734741323,-0.808249907,NA,L
EPRS,0.6344687123,0.600918053,0.1628371489,0.2939588372,0.3965151054,NA,L
EPS15,-0.2869288485,-0.4085636613,-0.2356961192,-0.3805508878,-0.1950652447,2060,L
EPS8,-0.369631587,-0.9236278307,-0.8395195069,-0.5647552816,-0.6035817615,2059,L
EPSTI1,-1.0430539724,-1.8986444205,-1.7457493916,-1.6530766487,-1.5234707526,94240,L
EPYC,0.1217080884,4.4119921128,7.3809434088,6.7249924744,6.5311745197,1833,L
ERAL1,0.0096951695,0.1751305948,-0.3382889127,-0.1534183739,-0.2255870952,26284,L
ERBB2IP,-0.4766137238,-0.682824059,-0.6128200814,-0.7344522431,-0.7656386313,NA,L
ERBB3,0.102815171,0.622439932,0.3293939278,0.5498175317,0.3267170975,2065,L
ERC1,-0.1162691307,0.0007093564,-0.5603287886,-0.3131011986,-0.197815774,23085,L
ERCC1,-0.13499407,-0.0760177669,-0.6033284866,-0.2980590684,-0.5570046902,2067,L
ERCC2,-0.6424494936,-0.5566732247,-0.6615166304,-0.858011487,-0.6301553637,2068,L
ERCC5,0.0286513172,0.3340389778,0.4318193374,0.1921404186,0.0986579279,2073,L
ERCC8,0.3351122948,0.2722707321,0.236073842,0.6761810701,0.2102409662,1161,L
ERF,1.3538936216,1.6967520701,1.2057285948,0.9352526208,1.2851953137,2077,L
ERGIC1,-0.0293673452,0.5606386694,0.0194097747,0.4707062422,0.3994769083,57222,L
ERGIC2,0.5350377279,0.7975725954,0.4845579136,0.5020714936,0.5687839295,51290,L
ERGIC3,0.2532835677,0.4060643709,0.4853547824,0.291063689,0.3630275281,51614,L
ERI1,-0.4314539613,-0.0669959492,-0.2470928689,-0.1591213108,-0.3921682041,90459,L
ERI3,0.7071131165,0.4095424264,0.2779973141,0.4261639015,0.3121383936,79033,L
ERICH1,0.1251972225,-0.4945262087,-0.662096483,-0.6939181253,-0.5035012078,157697,L
ERLIN1,-0.4134155152,-0.4230716383,-0.6465012642,-0.4351656473,-0.5237588742,10613,L
ERLIN2,-0.7925917017,-0.8910688703,-1.145391089,-0.689151602,-0.4816886219,11160,L
ERMAP,-0.6853696112,-0.2182974219,-0.0780615021,-0.1692848685,0.3220546135,114625,L
ERMP1,-0.27918954,0.0903348147,0.2348324407,-0.2966716262,-0.2388435757,79956,L
ERO1L,0.9609552096,1.49939895,2.5793410524,1.7641849837,1.8390727138,NA,L
ERP29,-0.3522931684,-0.2179047208,-0.3535647557,-0.9106891143,-0.656064134,10961,L
ERRFI1,-2.0284905052,-2.1566595881,0.0550185304,-1.7009299977,-1.5389662962,54206,L
ERV3,-0.0439321241,-0.0292222029,-0.1491550028,-0.293917471,-0.2742435428,NA,L
ESCO1,0.1607539938,0.4584740198,0.4623376925,0.5087868536,0.2696568785,114799,L
ESD,-0.6806061039,-0.4734522948,-0.7459740865,-0.515274282,-0.54110943,2098,L
ESM1,-2.9240522623,-3.1587926775,-3.1507579455,-2.8974640688,-3.0789606664,11082,L
ESPL1,-0.0366464878,0.4250327324,-0.0986874818,-0.13796183,-0.1465058794,9700,L
ESPN,-0.0686940131,0.1063200628,0.4247323373,0.0806124482,0.1917760302,83715,L
ESPNL,0.1383834141,0.715045144,0.8963458852,0.7134366596,0.698258277,339768,L
ESRRA,0.2316860534,0.0185395877,-0.1562752383,0.252737004,0.320044591,2101,L
ESRRAP2,0.235769161,0.0175369769,0.076400901,0.1050904606,0.2582535548,105370105,L
ESYT1,-1.6641645561,-2.0129864723,-2.3888543562,-1.9743024056,-1.7005976388,23344,L
ETFB,-0.0746298566,0.1035290667,-0.2332594592,0.5738899049,0.452210978,2109,L
ETFDH,-0.0491609889,-0.0935385943,-0.4797338394,-0.3871279896,-0.3753623218,2110,L
ETNK1,0.7866941298,0.3969912707,-0.2869413095,0.7511065049,0.1438414462,55500,L
ETNK2,0.0094741453,0.0666010417,0.618746078,0.3502051888,0.8482069369,55224,L
ETS1,0.4943721407,1.3890757263,1.1583477242,0.4774783156,0.6598372091,2113,L
ETV1,-0.7603572588,-0.8823544404,-0.6215267961,-0.7426753012,-0.7606788157,2115,L
ETV5,-2.0889286566,-1.3585269101,-0.411972475,-1.0083810021,-0.6648227212,2119,L
ETV6,-0.0599854166,0.5946066101,0.3813525248,0.6066633776,0.3596487352,2120,L
EVI1,-0.5886482195,-1.1320369988,-1.4075036762,-1.2692770154,-1.3792021238,NA,L
EVI2A,-1.6766870814,-1.2778866095,-1.4536133005,-1.2988218921,-1.3824710054,2123,L
EVI2B,-0.1725042292,-0.4782772957,-0.4276889582,-0.4768516709,-0.4651539825,2124,L
EVI5,-0.2946899101,-0.568124167,-0.2296053319,-0.4605561787,-0.4959934854,7813,L
EVL,0.9921746747,-0.4892739589,-0.2730387794,-0.4555732048,-0.6052388329,51466,L
EWSR1,-0.4361327077,-0.1028171274,-1.3298671824,-0.7050605736,-0.8140828843,2130,L
EXD2,-0.5861448199,-0.4548798957,-0.3952838516,-0.6354016563,-0.5039027283,55218,L
EXO1,0.1943604864,0.6265319823,-0.5484279555,0.427356315,-0.2456244362,9156,L
EXOC1,-0.4259387125,-0.554723458,-0.4333127301,-0.5692092211,-0.5961361848,55763,L
EXOC3,0.064603247,-0.4003547479,-0.3822730716,-0.5159864108,-0.401293246,11336,L
EXOC4,-0.1264918306,-0.4546751114,-0.5647485608,-0.6727845108,-0.6524865298,60412,L
EXOC5,-0.1445861727,-0.0830931223,-0.4944964995,0.0447712219,-0.1295917003,10640,L
EXOC6,-0.2688292235,-0.3464271764,-0.2312325102,-0.3031080316,-0.2346067822,54536,L
EXOC7,-0.2058249403,-0.4513389938,-0.9913876135,-0.5054652412,-0.7225770249,23265,L
EXOSC1,0.3442780622,0.779139121,0.2216504147,0.8240724534,0.506769725,51013,L
EXOSC10,-0.0352004435,0.2691282437,0.2957392205,0.59285768,0.5563957036,5394,L
EXOSC2,-0.1099457737,-0.1482162119,-0.6325644593,-0.5021192993,-0.6018297792,23404,L
EXOSC4,0.7510487653,0.4300805203,-0.0221986385,0.1278569724,0.1377195322,54512,L
EXOSC5,0.7341183352,0.2998115368,0.2454324119,0.1482719691,0.3107361153,56915,L
EXOSC6,-0.2804058905,-0.3336417413,-1.192255115,-0.8175988666,-0.6430683301,118460,L
EXOSC7,0.3042558599,0.356499629,0.6194367331,0.1918081315,0.2251824283,23016,L
EXOSC8,0.4066956907,0.6903526023,-0.1739791738,0.2456818906,-0.013634624,11340,L
EXOSC9,0.0996447208,-0.1125242842,-0.7808925025,-0.1636159852,-0.5634441764,5393,L
EXT1,-2.3944313655,-2.4952677873,-2.633402077,-2.6241956566,-2.6243964744,2131,L
EXTL1,0.1251530624,2.3321267922,2.1295272048,2.5208498228,2.7683241171,2134,L
EXTL2,0.1756793362,-0.4418262716,-0.3370583452,-0.1367564796,-0.5119461335,2135,L
EYA1,0.3467021689,-0.754534901,-0.9215309684,-0.8010695238,-0.8703314085,2138,L
EYA2,0.3754017377,-1.0874927185,-0.4650870182,-0.9944123252,-0.9285434965,2139,L
EYA3,0.1014664634,0.5604931062,0.0085792891,0.162315644,-0.1492683079,2140,L
EZH2,0.0369052368,-0.0072821032,-0.6864299644,-0.3811141745,-0.5962306937,2146,L
EZR,-0.1955326317,0.7108593767,1.0311755758,0.5433948624,0.7852883492,7430,L
F12,1.0634826152,1.1730747932,1.427145296,1.2224230279,0.812759337,2161,L
F13A1,-0.0500695496,0.4956654896,3.024234617,3.2309607553,3.7823493812,2162,L
F2R,-1.0277330814,-1.4271889648,-1.414503196,-1.4527418871,-1.4937111633,2149,L
F2RL1,-0.5431391567,-0.9642206021,-0.6648332253,-0.8295058386,-1.0158048051,2150,L
F2RL2,-0.3455706508,-0.5168295913,-0.6510338086,-0.6485790955,-0.5393631503,2151,L
F8,-0.1767284568,0.12461584,0.0528493681,0.3430897623,0.3835487857,2157,L
F8A2,-0.2612089579,-0.1094772106,-0.2770616014,-0.0713547892,-0.2255554587,474383,L
FAAH,0.1145487944,0.2737357257,0.6780956577,1.1216243648,2.0669644557,2166,L
FABP3,-0.0110181779,1.2064947061,-0.3412926616,-0.3945813567,-0.3264399279,2170,L
FABP4,-0.6368663121,-0.7083476363,-0.6134596742,-0.4293225637,-0.6093139338,2167,L
FABP5,2.710000964,3.447930496,2.0402913265,3.2620505991,2.6595952776,2171,L
FABP5L2,2.4393738307,3.2799399882,2.0146782458,2.9953254051,2.5373582088,NA,L
FABP7,0.1479232541,0.7669755101,0.7064144099,0.3247069211,0.0710074575,2173,L
FADD,0.015050581,-0.0079727645,-0.307645252,-0.3233133353,-0.0900701298,8772,L
FADS1,-0.7966102381,-0.6686903366,-0.52166342,-1.0916605003,-1.6194970629,3992,L
FADS6,-0.032135933,0.0623741649,0.7058718628,0.0188420753,0.3745467244,283985,L
FAF1,-0.0317340641,-0.182585281,-0.3079646229,-0.1523044927,-0.2692381102,11124,L
FAF2,0.1467825636,0.1312491422,-0.079735986,-0.3663556046,-0.2955221339,23197,L
FAH,-0.4701143124,-0.3099623596,-0.0610816693,-0.1155945294,-0.2237220799,2184,L
FAHD1,-0.3582001891,-0.6775971436,-1.1044517568,-0.7750101395,-0.9466324815,81889,L
FAHD2B,0.0901296624,0.6560196441,0.3844518285,0.3824040425,0.5675868175,151313,L
FAIM,0.2788652393,-0.0411105969,-0.6600789347,-0.1853686787,-0.4649722269,55179,L
FAIM2,0.0730335449,0.0215372163,-0.4536582855,-0.3680180643,-0.3590014054,23017,L
