GeneID,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,D1.adjPval,D3.adjPval,D6.adjPval,D10.adjPval,D14.adjPval
LOC645895,-0.0856842812,-0.9289601411,-0.5404352652,-0.948394555,-0.9422078717,0.9453824359,0.0100615973,0.0982535793,0.0081330463,0.0001807457
LOC645899,-0.0089155332,0.2380636126,0.0348397316,0.2727305985,0.2049537488,0.9922468717,0.1979294093,0.9048358698,0.1122647131,0.0373913216
LOC645937,0.2574506836,0.4584847653,0.1236986719,0.2337250049,0.387217055,0.3619291732,0.0396693467,0.6600667186,0.3234956398,0.004086909
LOC645955,0.041402284,0.0221949097,0.5295367119,-0.059583628,0.0201248759,0.9662796053,0.9684400978,0.0193070196,0.8833053727,0.9210962036
LOC645968,0.0866205698,0.2943779275,0.5368528373,0.2986642311,0.5768739642,0.9568863557,0.6219352306,0.1766330671,0.5538282632,0.0159193901
LOC645979,0.0011009148,0.0863525206,0.3307933171,0.331330893,0.5748475362,0.9989764086,0.9017010254,0.315475217,0.3441475158,0.0037572819
LOC646003,0.1264765767,0.0717070824,0.0151384591,0.1724763836,0.2533894058,0.7946091627,0.8745426985,0.9717901527,0.5143312298,0.0439787963
LOC646040,0.108886094,0.1546550812,0.0371475305,0.4038586462,0.0703508963,0.6747421218,0.3656398064,0.874147055,0.0073601981,0.4388071426
LOC646057,-0.1242053139,-0.0335512353,-0.0890635983,-0.2646316596,-0.1912696263,0.6889172514,0.9310847994,0.6859378178,0.1150685894,0.0462435808
LOC646103,0.1094604689,0.1907912461,0.2568303416,0.2723816293,0.3035737071,0.753485,0.339333644,0.1150434093,0.1106032761,0.0039708902
LOC646123,0.0426220082,0.2897364654,0.171185194,0.3350224233,0.3806166115,0.9390976816,0.0705122462,0.2821505192,0.0328241814,0.0004585711
LOC646130,0.222684419,-0.0728843843,0.0607115386,0.163918201,0.1853443538,0.2347290733,0.8019904538,0.7928866842,0.3444356013,0.041366021
LOC646135,-0.264614616,0.3878062361,0.9042073459,0.5099511407,0.6430890039,0.5805514325,0.2395557642,0.0038156682,0.0876297013,0.0011096365
LOC646139,-0.0138172507,-0.0593424341,0.2266945413,0.1777817477,0.3806150295,0.9898980885,0.8991877264,0.3045004771,0.4851191255,0.0041599476
LOC646190,0.0783102339,0.2375003986,0.2899973795,0.2480971545,0.1978900326,0.8120658617,0.1075210698,0.0343279588,0.0812403565,0.0176400056
LOC646208,-0.0438753787,0.025130427,0.4106783297,0.0309681153,0.1657913742,0.9566533947,0.9605170666,0.0364127258,0.9386207831,0.1622742614
LOC646214,-0.3454763902,-0.5462114286,-0.3093753781,-0.7114629472,-0.5866914931,0.0991162873,0.007369077,0.09005555,0.0011909243,7.70752634571481E-05
LOC646215,0.1234009669,0.1399933963,0.1571187975,0.0168143279,0.2064754007,0.6839830968,0.5266266478,0.3676053268,0.9591541994,0.0300440651
LOC646223,0.0315309339,0.0113119317,0.5339282162,0.0513181168,0.1423321723,0.9716540256,0.9822116954,0.0087271294,0.8850656271,0.2355767589
LOC646249,0.4224738703,1.7229993511,2.5740222302,2.1579751374,2.3080954938,0.2161972177,4.52733042431309E-05,1.49364862212877E-06,6.71914239976178E-06,3.15019368149623E-08
LOC646278,-0.1001595802,0.0889718866,0.4500551752,0.0175754504,0.0445464446,0.8173019573,0.7883668094,0.0137676132,0.9623773491,0.7481333895
LOC646294,0.1511872262,0.2569197254,0.2152560511,0.2887420784,0.2872457668,0.6892575306,0.2584262443,0.3036232683,0.1636611158,0.016266424
LOC646301,0.0308956613,0.3081101563,0.4734047134,0.0955754277,0.152804011,0.9572405692,0.0420238778,0.0027053386,0.6209776909,0.0715204943
LOC646345,-0.3901264734,1.3952164348,0.0336837713,0.5209883614,-0.3423167539,0.1513265499,5.30912192116435E-05,0.9389761629,0.0317622288,0.0157717344
LOC646347,-1.0894063281,-1.1653914835,-0.7084314672,-1.598035626,-1.4747775157,0.032099087,0.0173787578,0.1169572348,0.0022734156,0.000067182
LOC646348,0.2111695309,0.2740852793,0.7300138235,0.1357854441,0.3769328944,0.7058914628,0.4687698843,0.0126873064,0.7549704233,0.0275390312
LOC646357,0.2970768891,0.0206578644,-0.0188718445,0.0661898935,0.0830127948,0.0495819358,0.9527179447,0.9409926717,0.7474621338,0.3341818736
LOC646363,0.15593881,0.1257081638,0.3532120122,0.0278415317,0.1171558421,0.4019579032,0.484415314,0.0106993687,0.9135467785,0.1442313248
LOC646431,0.0273803199,0.0377767864,0.2670692937,0.4065998792,-0.0373115016,0.9690442417,0.9184652596,0.0893658817,0.0158202046,0.76498121
LOC646434,0.0555566367,0.2184051753,0.1076734582,0.1059419108,0.2120909426,0.9166649749,0.2375695147,0.5997066941,0.6310560535,0.0286716677
LOC646437,0.0102729094,0.3234359714,0.5097753799,0.4573344263,0.3358948694,0.9922468717,0.1199269946,0.0105749363,0.0235781423,0.0058025514
LOC646463,-0.2377704958,-0.5243400691,-0.4941257734,-0.4224723942,-0.4554481801,0.6205793922,0.0735059158,0.0700940039,0.1436941191,0.0080525255
LOC646498,0.1011462625,0.0971232858,0.1554120537,-0.015334903,0.225985692,0.7992331565,0.7460793809,0.4225512453,0.9661884755,0.0277287216
LOC646508,0.1034294674,0.0933441737,0.5429196726,0.0890131664,0.4025331904,0.6661246297,0.6416822745,0.0005358957,0.6053294835,9.13393718020715E-05
LOC646527,0.1808806858,0.4241710329,0.5878958017,0.292237649,0.7867643748,0.7291357886,0.1258580356,0.022618015,0.3070518467,0.0001019112
LOC646533,-0.0840999698,-0.0054195218,0.3309569326,0.8285387574,0.9860959742,0.9135379744,0.9934982344,0.1685939576,0.0024611751,9.2366899867689E-06
LOC646547,0.0006903086,-0.1898508576,-0.0721271513,-0.256987019,-0.1820545043,0.9987153713,0.2591091811,0.7268765539,0.0882430774,0.0359147736
LOC646567,1.1558920488,1.4650835186,1.8551225234,1.8680319232,1.7190560319,3.10863688002526E-05,3.21532532686698E-06,3.66357950119631E-07,3.82247551617174E-07,5.35327851626637E-09
LOC646576,-0.3354955169,-0.0906628042,0.6621707438,0.3071118971,0.7010221426,0.2308455433,0.8452631364,0.0061886374,0.2099941476,0.0001032446
LOC646628,0.2795787727,0.6332676646,0.9260043532,1.5890338723,2.1828893322,0.5123968359,0.0313599259,0.0025303018,6.42614359348036E-05,0.000000043
LOC646630,0.443229429,0.4764473686,0.4682009253,0.6990175769,0.3138880694,0.0153318508,0.0075682341,0.0061712263,0.0005251772,0.0028592341
LOC646638,-0.1740393459,-0.2759587844,-0.3969209901,-0.4308841259,-0.402696177,0.3955256109,0.0803158919,0.009846368,0.0075873392,0.0002636198
LOC646672,0.003916808,0.3956853839,0.324906548,0.1528744672,0.467759949,0.9982867207,0.1389455686,0.1925885131,0.6541509796,0.0032526032
LOC646688,-1.6581654637,-2.1038667483,-2.2742498862,-1.9473435944,-1.7452578528,0.0001819652,1.9533352120847E-05,7.84537131754549E-06,3.08843090499109E-05,6.78218101999015E-07
LOC646753,0.1975079279,0.4035140355,0.6115619317,1.1218743661,0.8197910716,0.7592706095,0.2429351659,0.0413503652,0.0015362447,0.0002621325
LOC646786,0.7841190721,-0.0455213824,0.3292331439,0.164395097,-0.0137123978,0.0037815613,0.9340830339,0.1476083592,0.5807251027,0.9493258488
LOC646791,0.1554192607,0.5545097728,0.8493617928,0.3437624809,0.6699159756,0.8680386205,0.1272947698,0.0135638984,0.3742493385,0.0024025443
LOC646795,0.112389903,0.2869235773,0.3718590322,0.195625418,0.2605887068,0.7956562159,0.1671489869,0.0466634791,0.3654690062,0.0218192361
LOC646808,0.6259806725,0.1660683787,0.4861600291,0.1980159472,0.0607719383,0.0100646178,0.5970850318,0.0227893256,0.4322559224,0.7043468905
LOC646817,0.6816588825,0.0133540842,-0.2023533162,0.2443567062,-0.0344382103,0.0194397753,0.9841523103,0.5119327398,0.4265273235,0.879139686
LOC646819,-0.0391395065,0.2674384995,0.1585723125,0.1877438432,0.276995455,0.9409295458,0.0766572019,0.2920743983,0.2197305892,0.0028062092
LOC646821,-0.5427851365,-0.7180744656,-0.8475251906,-0.7986635025,-0.8777423914,0.0273796032,0.004059369,0.0009860075,0.0018109503,1.23276172451116E-05
LOC646869,0.0418704998,0.1597290524,0.5299177864,0.1897858141,0.2431549564,0.9413977021,0.4170180416,0.0020716708,0.2588446007,0.0103752395
LOC646900,-0.2917716523,-0.1760343655,-0.6633384769,-0.3047122915,-0.4905283832,0.3955777401,0.6510059885,0.0100322389,0.2627566343,0.0025813522
LOC646909,0.1849322946,0.1549969187,0.4600255139,0.3718280897,0.656336774,0.7694064564,0.7643360473,0.107848575,0.2337982618,0.0009705574
LOC646936,-0.0122311947,-0.54635178,0.2262424276,-0.2203283401,-0.2773304392,0.9925627791,0.0455983075,0.4442817141,0.4875279699,0.0699251481
LOC646956,0.1519721475,-0.0807762518,0.2913227833,0.2224752438,0.2883492785,0.6796810418,0.8346572745,0.1338162633,0.3063860119,0.0150921917
LOC646966,0.0905901888,0.3690757,0.3412835426,0.2427489646,0.415547977,0.8155876869,0.0305358417,0.0330478674,0.1498047845,0.000379893
LOC646996,0.0433904299,-0.6658056723,-0.1333523593,-0.4904565558,-0.428597149,0.9798990505,0.0811290687,0.8103663207,0.1998456905,0.0445069073
LOC647000,0.2291657375,0.3521074074,-1.1928802683,0.467373585,-0.5859328421,0.83757401,0.5819569229,0.0089445339,0.348769035,0.0260166776
LOC647030,0.2634523625,0.4401432239,0.2091095127,0.2992793495,0.4921062166,0.1239203886,0.0074701366,0.1625164572,0.0517670744,5.73794884012237E-05
LOC647054,-0.0299387144,-0.3369835734,-0.2839375618,-0.1880538889,-0.2485358206,0.9667527313,0.0526780424,0.0808225201,0.3055981004,0.0134474229
LOC647060,-0.06734875,-0.1836660767,0.5027252019,-0.168274832,0.0357932032,0.9121850563,0.4610483968,0.0101806062,0.4610080235,0.8168905556
LOC647065,0.2387344692,-0.0601459009,0.1142846385,0.0546758559,0.2358397183,0.194372376,0.8484724626,0.5397098525,0.8308532943,0.0123359715
LOC647086,0.2172249477,0.0551977165,0.5327256196,0.3637103559,0.0298979375,0.4946192098,0.9094456219,0.0134678732,0.0954787704,0.8696404584
LOC647099,0.0006437172,-0.0366328559,0.1509349337,0.0998721691,0.1916929245,0.9987153713,0.9124335658,0.3314358009,0.603262264,0.0269045046
LOC647104,0.0773702464,0.1980753591,0.1477205201,0.4982088499,0.3715585022,0.9036584893,0.4600101116,0.5528373185,0.0199118953,0.0042789575
LOC647147,0.1013670396,0.0836859628,0.135414586,0.0082884448,0.2391537574,0.7882801971,0.7866564099,0.4887743845,0.9815298496,0.0177728173
LOC647150,1.0024939736,0.2858013633,-0.1243722142,-0.0771276336,-0.0051813857,0.0044280285,0.4694654857,0.7794162435,0.8866287567,0.9861551803
LOC647195,-0.0717464061,-0.1727833126,-0.4233899649,0.0223363795,-0.0867472519,0.8909686686,0.4518161988,0.0171469176,0.9509943192,0.4533242059
LOC647212,-0.1229122805,-0.2316961098,-0.1170946272,-0.3120863874,-0.2210626966,0.7501786305,0.2793293538,0.6190318742,0.0999047799,0.0421139754
LOC647234,-0.0420259027,0.2071881254,0.377399672,0.058173707,0.0634876651,0.9308377207,0.1732145645,0.0085584708,0.7905462806,0.4919392225
LOC647251,0.0066549981,-0.2054967173,-0.0340765622,-0.2903302184,-0.321832556,0.9949607326,0.3655280008,0.9173416638,0.1298293447,0.0055963279
LOC647276,-0.8923250858,-1.4016681828,-1.7925211063,-1.2870503756,-1.2477887791,0.0008310051,1.97145074478238E-05,0.000002175,3.30270715618038E-05,3.82887250869203E-07
LOC647285,0.2235914745,0.7382712747,0.4883026558,0.5061100159,0.4826013503,0.5808313088,0.006433543,0.043603967,0.0446693018,0.0025180683
LOC647302,-0.1404974182,0.2232567145,-0.1342576688,0.426961065,-0.0758372364,0.617554619,0.2258299483,0.478802564,0.013545454,0.485164141
LOC647307,-0.62009265,-0.4262988933,-0.7597390077,-0.5267939973,-0.3033328565,0.0250509878,0.1079745111,0.0043232586,0.0397654412,0.0393553195
LOC647309,-0.166282221,-0.0110401058,-0.4118666371,0.0007712306,0.0179079502,0.5334810635,0.9794597206,0.0165739556,0.998021699,0.9064128189
LOC647322,1.2086398367,0.64775745,0.6046801686,0.5904073535,0.6316098937,0.0053510612,0.102002453,0.0987856687,0.126057083,0.0065819657
LOC647340,0.0070903948,-0.0440377394,-0.6256502794,-0.1643280144,-0.3637048748,0.9923666463,0.8925583291,0.0004735858,0.3176941172,0.000513398
LOC647346,-1.1833871643,-0.5780627506,-0.9144719742,-0.7728734235,-0.889011228,0.0008842616,0.047703895,0.0026711556,0.0094008349,7.00532479415881E-05
LOC647349,-0.114851789,0.2808555394,0.7584199853,0.7658361896,0.500554056,0.8599334676,0.3357290005,0.0037111661,0.0043246321,0.001809704
LOC647357,0.0742935156,-0.0284199078,-0.3357422954,-0.1641727832,-0.1719109954,0.8528958216,0.9383194143,0.0266360837,0.3368288979,0.0551909176
LOC647363,-0.0216189268,0.0353318373,0.2942779049,0.2948259897,0.3362664421,0.9865297223,0.9569967572,0.2630578735,0.2900545631,0.0260166776
LOC647370,0.0443055284,-0.0279411671,0.3772669809,0.0449182161,-0.0418080085,0.9390976816,0.9415746059,0.0176769705,0.871038274,0.7279038972
LOC647406,0.0180735045,0.3870081728,0.097861104,0.3209655876,0.1311244888,0.9782338452,0.0127689208,0.5868035011,0.031422233,0.1252157108
LOC647436,0.1064407437,0.1619419147,0.6730586518,0.4533232697,0.9331002387,0.9059588803,0.7434336811,0.0188250233,0.1244733755,5.87938854727525E-05
LOC647444,2.0440994441,2.3306999203,2.9990011048,1.4460023679,1.2298663334,0.0001333905,3.18557633678936E-05,3.26915939863657E-06,0.0009698932,0.000048341
LOC647448,0.0590654185,0.1412291206,0.0542987742,0.4580903425,0.0856968347,0.9119568433,0.5463104626,0.8384822588,0.0100570479,0.4281995236
LOC647456,0.0564430402,-0.0509099785,0.4600062166,-0.0360656368,-0.0310835135,0.9334925575,0.90721396,0.017167645,0.9227371166,0.8458034136
LOC647515,0.1464575263,-0.1447476446,0.1945844115,0.287199725,0.0674433551,0.4911473599,0.4257813533,0.1716894585,0.0491167319,0.4735161275
LOC647570,0.004691586,-0.0444262398,0.3606798373,-0.1790409671,0.1028311546,0.9964081456,0.9009027467,0.0225105999,0.3073045218,0.2953136551
LOC647588,0.218018912,0.3446043284,0.1021409961,0.7213158121,0.5161793899,0.7484946145,0.3978962541,0.8452936936,0.0317395348,0.009675014
LOC647597,0.0515737736,0.8391140564,0.5378343663,0.4432556248,0.3243001324,0.9317279492,0.0002427007,0.0037556836,0.0147018559,0.0033473213
LOC647650,0.3369437327,0.2168998062,-0.1547280466,0.2717262593,0.3061628822,0.1326428455,0.36574164,0.4995063373,0.1870399624,0.0104695683
LOC647673,-0.143610245,0.1750087357,0.8750389785,0.6547452626,0.8402403638,0.8729265873,0.7549220402,0.0081899397,0.0455601082,0.0003156649
LOC647785,0.0990431436,-0.066407936,0.3003549576,0.4720711644,0.1985863462,0.7390538291,0.8107810553,0.0356160647,0.0035218588,0.0217368989
LOC647827,0.1026170584,-0.0338797284,0.4624557455,0.185435825,0.0207503374,0.8588947581,0.9499828774,0.0305996401,0.4778420059,0.9143676096
LOC647832,-0.0332552052,0.7171922151,1.3895961295,1.0627573452,1.0940908263,0.9617005737,0.0005794234,2.80278931542206E-06,2.60332527678157E-05,1.80727060676456E-07
LOC647856,-0.0498043032,-0.2003526087,-0.4266049711,-0.2875660973,-0.3971602312,0.9263527139,0.2727689309,0.0088768461,0.0757333429,0.0004383361
LOC647886,-0.3527187408,1.1570753869,1.3538822069,0.6740043529,1.0601152837,0.0862969219,3.36756697445842E-05,7.28236957846869E-06,0.0015924969,5.31628282867335E-07
LOC647947,0.3155338003,0.2233298949,0.4784048484,0.5453043982,0.4656610667,0.2567256671,0.4424696416,0.0317510966,0.0202240216,0.001776544
LOC648025,0.0463146537,0.0978351648,0.1110091479,0.502192839,0.1169539774,0.9502218069,0.7784969383,0.6627091746,0.0132141457,0.3304689881
LOC648057,0.4455468784,0.5714362724,0.3737848755,0.0827012033,-0.1270380677,0.0999948173,0.0244554781,0.1139189927,0.8363715603,0.4121380598
LOC648099,0.1080573317,0.5284101415,1.1436158398,1.0163369133,1.0427372562,0.8889641524,0.055232736,0.0003862062,0.0010993435,1.1905570406381E-05
LOC648130,0.1071342533,0.1523659731,0.5240693025,0.1681401301,0.0313969617,0.6577922487,0.3424009561,0.0007907457,0.2391086545,0.7619778815
LOC648169,0.2614608422,0.1843782036,0.539109721,0.0961143541,0.3012311668,0.3442498017,0.5231952877,0.0119311159,0.7647402188,0.0172319863
LOC648176,0.2663938523,0.1982374619,0.5882725549,0.7840831452,0.8023931872,0.3572239133,0.4995834252,0.0089713631,0.0018226939,2.22693747156356E-05
LOC648213,0.058230245,0.2404892072,0.224674015,0.0470079864,0.3478744371,0.9426958175,0.3740311156,0.3397069308,0.9098204205,0.009758481
LOC648230,-0.22375212,-0.0922218003,0.3361502082,0.0300635217,-0.0012458617,0.2591139861,0.7375043554,0.0338238618,0.9230079809,0.9940493273
LOC648283,0.2087149306,0.1888532219,0.4462604893,0.5167570316,0.3420437226,0.5789497306,0.5620528252,0.0472139766,0.0289466099,0.0136377625
LOC648343,0.0478938986,0.2857511013,0.038787206,0.1277371693,0.3933246942,0.9690442417,0.4172906088,0.940480428,0.7635121626,0.0183264662
LOC648370,-0.0103914125,-0.0332910701,0.0461350322,0.3578303418,-0.0472181758,0.9901849022,0.9320554398,0.8644537265,0.0337988444,0.6989248463
LOC648390,-0.3050957398,0.0858841148,-0.6068015395,0.3803701781,0.2291579745,0.171986877,0.8153197029,0.0033489105,0.0519888194,0.0420813564
LOC648456,-0.0195576938,0.0707710671,0.1475690425,-0.078314802,0.1571082469,0.9748670581,0.7675504201,0.295888878,0.6800063665,0.0470785436
LOC648470,-0.5806301853,-0.6383349543,-0.6159623323,-0.5584850274,-0.6396716091,0.0211092029,0.0093677096,0.0084779673,0.0183186581,0.0001810825
LOC648494,-0.3792969303,-0.2124555407,-0.3588682968,-0.1894529772,-0.3579440306,0.1484855356,0.4812060444,0.1079943749,0.4964080789,0.0101032809
LOC648581,0.5441668292,0.4198836535,0.6141283162,0.2586581714,0.216443277,0.0568417853,0.1294672681,0.0176970562,0.3810897871,0.158858786
LOC648605,0.0774165915,0.0916174882,0.4269098556,0.1167378908,0.1715771827,0.8778561183,0.7741960079,0.0166856098,0.6232017551,0.1001034387
LOC648622,0.3241178441,0.2945608599,0.5022191812,0.568985607,0.5846141422,0.3205280847,0.3304758441,0.0435421752,0.0294266983,0.0008055663
LOC648638,-0.4235053527,-0.1719856515,-0.7194341983,-0.5001860879,-0.3663633127,0.0641251178,0.5547732255,0.001784296,0.0199069481,0.0047969844
LOC648659,-0.0323310629,0.2008992545,0.2402643042,-0.1848553749,0.261848493,0.9567323101,0.2252758978,0.0960809902,0.2425246105,0.0047845164
LOC648668,0.0905663512,0.1127784503,0.2691269964,0.0823085292,0.3691779509,0.8937852505,0.7874803583,0.2501534048,0.8246925781,0.0083721467
LOC648695,-0.0043454284,-0.6621532147,-1.255731606,-0.8108710622,-1.2810105108,0.9982942622,0.1005909198,0.00258777,0.0381820216,4.58931226252274E-05
LOC648708,-0.0820413264,-0.1992659119,-0.2475534224,-0.1548059191,-0.3299542472,0.8845535147,0.4189981698,0.2081853726,0.5219955819,0.0063787312
LOC648718,-0.069724072,0.0019492491,-0.053063292,0.0874958008,0.204800929,0.8567912576,0.9961386246,0.8130333137,0.6648488439,0.0188471423
LOC648740,-0.1486453611,-0.2298105791,-0.5284500318,-0.3913404034,-0.4352544554,0.5401717004,0.1733933265,0.0020143947,0.0157066521,0.0001817235
LOC648758,0.5302738499,0.9202339067,0.5711257394,0.776125541,0.5756372627,0.011745083,0.0002133694,0.004123153,0.0006420498,8.97947696347108E-05
LOC648771,-0.137579213,0.1546221815,0.1174336045,0.1372827896,0.371721753,0.6978794749,0.5514863995,0.6174051136,0.5591525547,0.0020945798
LOC648791,0.0727989363,0.1218332151,-0.0916303311,0.2153205922,0.2464772472,0.876296803,0.6239445431,0.6804011709,0.2211916519,0.0136818595
LOC648822,-0.3840961773,0.5465837009,0.1783543487,0.2741410813,0.3909503373,0.1188142838,0.0178895856,0.4763487705,0.2382267443,0.0043709108
LOC648823,0.0849293101,-0.1157575585,-0.0780640243,0.413775604,0.3605697542,0.9213387684,0.8159605908,0.8528205806,0.1206271507,0.0198056128
LOC648927,-0.3376622763,-0.5675100239,-0.514920183,-0.335702616,-0.5513180595,0.0967004143,0.0048755984,0.0064941856,0.0699128526,0.0001006849
LOC648931,-0.0010550901,0.3666266051,0.7993395983,0.4359920919,0.865709487,0.9988116405,0.2096159534,0.0042542335,0.1054197961,5.30383369592865E-05
LOC648934,-0.0100603275,0.3299423922,0.3212728261,0.1114320307,0.2333501285,0.9901177516,0.0439041725,0.0369438395,0.5830025714,0.0136210791
LOC648980,-0.4840751223,-0.4369815373,-0.5541904113,-0.5337808036,-0.5454726773,0.0063494002,0.008963063,0.0014596818,0.0023053634,3.0009506427943E-05
LOC648984,0.1534783646,0.2541266002,0.5942031456,0.3785552275,0.2907350474,0.4933677576,0.1110010408,0.0007527055,0.0161228058,0.0027113331
LOC648997,0.1123984579,0.0778348336,0.4851148227,-0.0730271668,0.0069216224,0.6897466168,0.7675118541,0.0026732806,0.7406079332,0.9602806281
