GeneID,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,D1.adjPval,D3.adjPval,D6.adjPval,D10.adjPval,D14.adjPval
EXTL2,0.1756793362,-0.4418262716,-0.3370583452,-0.1367564796,-0.5119461335,0.6757074415,0.0619834743,0.1303220259,0.6618546835,0.0009180419
EYA1,0.3467021689,-0.754534901,-0.9215309684,-0.8010695238,-0.8703314085,0.5007747269,0.035563004,0.008903632,0.0237698249,0.0003968245
EYA2,0.3754017377,-1.0874927185,-0.4650870182,-0.9944123252,-0.9285434965,0.6591830418,0.0272630864,0.3575099064,0.0384552606,0.0023181602
EYA3,0.1014664634,0.5604931062,0.0085792891,0.162315644,-0.1492683079,0.8474629479,0.0108993683,0.9829780023,0.5223655142,0.2273938575
EZH2,0.0369052368,-0.0072821032,-0.6864299644,-0.3811141745,-0.5962306937,0.9744299801,0.9912887995,0.0070480725,0.1316559588,0.0005450804
EZR,-0.1955326317,0.7108593767,1.0311755758,0.5433948624,0.7852883492,0.6961703176,0.0114542016,0.0007647305,0.0420708902,0.0001100576
F12,1.0634826152,1.1730747932,1.427145296,1.2224230279,0.812759337,0.0016826377,0.0006180359,0.0001057882,0.0004008254,0.0001278753
F13A1,-0.0500695496,0.4956654896,3.024234617,3.2309607553,3.7823493812,0.9798084442,0.315175463,0.000008099,5.71017152221049E-06,1.24236041935237E-08
F2R,-1.0277330814,-1.4271889648,-1.414503196,-1.4527418871,-1.4937111633,0.0007238809,4.46952456481676E-05,3.41458940531509E-05,3.33059476863618E-05,2.37117689729973E-07
F2RL1,-0.5431391567,-0.9642206021,-0.6648332253,-0.8295058386,-1.0158048051,0.0821976501,0.0026786276,0.0179932247,0.0063907568,0.000024943
F2RL2,-0.3455706508,-0.5168295913,-0.6510338086,-0.6485790955,-0.5393631503,0.1497659786,0.0191295054,0.0036301893,0.0045978528,0.0003446624
F8,-0.1767284568,0.12461584,0.0528493681,0.3430897623,0.3835487857,0.4430771435,0.6013411754,0.8381135426,0.0392054468,0.0006765541
F8A2,-0.2612089579,-0.1094772106,-0.2770616014,-0.0713547892,-0.2255554587,0.1945235428,0.6901980968,0.0961599709,0.7896272591,0.0256167353
FAAH,0.1145487944,0.2737357257,0.6780956577,1.1216243648,2.0669644557,0.9149216826,0.5614919704,0.0379574801,0.0027429395,2.78837971916519E-07
FABP3,-0.0110181779,1.2064947061,-0.3412926616,-0.3945813567,-0.3264399279,0.9949607326,0.0008655462,0.2676099707,0.2103703278,0.0610271396
FABP4,-0.6368663121,-0.7083476363,-0.6134596742,-0.4293225637,-0.6093139338,0.2408926209,0.1399355914,0.1662650996,0.4043899437,0.0217162632
FABP5,2.710000964,3.447930496,2.0402913265,3.2620505991,2.6595952776,0.0001196938,1.24531630700585E-05,0.0004625197,1.60951028009152E-05,7.46337752486859E-07
FABP5L2,2.4393738307,3.2799399882,2.0146782458,2.9953254051,2.5373582088,0.000027895,1.79433468368234E-06,5.42643356057113E-05,3.05773066569744E-06,9.23449235674522E-08
FABP7,0.1479232541,0.7669755101,0.7064144099,0.3247069211,0.0710074575,0.5748538826,0.0002834616,0.0003694154,0.0495224291,0.5119580289
FADD,0.015050581,-0.0079727645,-0.307645252,-0.3233133353,-0.0900701298,0.9818866169,0.9825177673,0.0299809743,0.0288461489,0.3128825997
FADS1,-0.7966102381,-0.6686903366,-0.52166342,-1.0916605003,-1.6194970629,0.0219555829,0.0415296468,0.0888029034,0.0022191715,1.31538413375675E-06
FADS6,-0.032135933,0.0623741649,0.7058718628,0.0188420753,0.3745467244,0.9800816797,0.9197537315,0.0105108439,0.9740305086,0.0200951876
FAF1,-0.0317340641,-0.182585281,-0.3079646229,-0.1523044927,-0.2692381102,0.9748670581,0.5533362341,0.1558020476,0.5945196973,0.0367299245
FAF2,0.1467825636,0.1312491422,-0.079735986,-0.3663556046,-0.2955221339,0.5298991936,0.5249132852,0.6967604809,0.0193881359,0.0024594996
FAH,-0.4701143124,-0.3099623596,-0.0610816693,-0.1155945294,-0.2237220799,0.0444575874,0.1843417808,0.8605017628,0.7053289272,0.0720764145
FAHD1,-0.3582001891,-0.6775971436,-1.1044517568,-0.7750101395,-0.9466324815,0.1534807332,0.0050046874,0.0001226656,0.0018882194,5.48991384289821E-06
FAHD2B,0.0901296624,0.6560196441,0.3844518285,0.3824040425,0.5675868175,0.8979043168,0.0091110499,0.0904589057,0.1087174069,0.0005267604
FAIM,0.2788652393,-0.0411105969,-0.6600789347,-0.1853686787,-0.4649722269,0.333764589,0.9383593975,0.0049196756,0.4934016151,0.0015826642
FAIM2,0.0730335449,0.0215372163,-0.4536582855,-0.3680180643,-0.3590014054,0.8890037616,0.9616446717,0.0124522445,0.0440807735,0.0021202117
FAIM3,-0.2227927661,-0.1618493881,-0.1445267251,-0.1326533433,-0.1981683301,0.2431996854,0.4113111519,0.403166475,0.4847065759,0.0319816484
FALZ,-0.1920117437,-0.1051704586,-0.1538926126,-0.1539996116,-0.2357798777,0.3693494171,0.6816818095,0.378863921,0.4065368186,0.0147315267
FAM100B,-0.1254391418,0.2579846143,0.7482761931,0.4050094078,0.4903177223,0.8433006545,0.4079517641,0.0045157952,0.1119282074,0.0023568345
FAM101A,-0.0285687987,0.1207358511,0.5830783216,0.6942216916,0.6128082265,0.9734321847,0.684477389,0.0034567363,0.0013398625,5.1707098653321E-05
FAM101B,0.5634986795,0.1994453042,0.6294146686,0.7242576761,0.8692441744,0.0436649697,0.5877442127,0.0141683356,0.0078749047,3.91530610632936E-05
FAM102A,0.1043333644,1.2447959878,0.7243835826,0.7111463121,1.1655327806,0.876565157,0.00013771,0.0043083153,0.0060224879,0.000002086
FAM102B,-0.782284014,-0.46449978,-1.0706264378,-0.8039881569,-0.6376524335,0.0024352429,0.0385989353,0.0001396732,0.0013398625,0.0001203111
FAM104A,-0.0438219924,0.2944575167,-0.5299138469,-0.3246610462,-0.33291501,0.9595912361,0.218473849,0.0142718542,0.1424760902,0.0106327709
FAM107A,-0.0848675759,0.103069766,0.0834078359,0.5602854809,1.3822263058,0.9662325107,0.923408862,0.9184360431,0.26112902,0.0001129913
FAM107B,-0.0372970017,-0.1797863621,-0.4757083203,-0.5176720548,-0.6281820816,0.9853850063,0.8201075681,0.2627433696,0.2396975187,0.0118314846
FAM108B1,-0.079395378,-0.2894494498,-0.6093066339,-0.6831989884,-0.6895221862,0.910707062,0.2558693072,0.0082067194,0.0051422538,8.9093876343433E-05
FAM108C1,-0.7909974454,-0.8996836509,-1.2569014594,-1.3586945176,-1.3959009904,0.0015934314,0.0004675558,2.69736723450684E-05,1.78473349686546E-05,1.24121162396218E-07
FAM109B,0.8578727005,1.0099221354,0.8335018069,1.1397857952,1.3155229619,0.007512867,0.0019521286,0.0049730027,0.0007631245,2.96763644490296E-06
FAM10A4,-0.2458121844,-0.1617206906,-0.130310521,-0.6228931951,-0.3047704114,0.3769200269,0.5920640927,0.6220255253,0.0057390489,0.0146681687
FAM10A7,-0.3736132002,-0.069826934,-0.3112078109,-0.5386363423,-0.4526085496,0.1657424718,0.890662348,0.1794834915,0.024831524,0.0025756592
FAM110B,-0.2636412677,-0.227212273,-0.1598205002,-0.5573729103,-0.6101110153,0.1034563743,0.1434186335,0.287931714,0.0010677774,6.80724353306606E-06
FAM111A,-1.3345199833,-0.9217989772,-1.7691430448,-1.059776899,-1.3360050388,9.50975006764232E-06,0.0001045157,5.04726207297048E-07,3.12306476048488E-05,4.04719437422786E-08
FAM114A1,0.585571788,0.4697053315,0.6261320988,0.4038233277,0.604721255,0.0419434788,0.0880392357,0.0169948153,0.134737402,0.0007891516
FAM115A,-0.2854267627,-1.2502575393,-0.5666054461,-1.1877292292,-1.2111050052,0.6310816962,0.0017114571,0.0885160986,0.0021836201,2.85828031779569E-05
FAM116A,-0.1916043231,-0.3297412626,-0.6824189699,-0.6857062182,-0.8569103667,0.5484523313,0.1259952218,0.0021503279,0.0025888791,6.62370678385004E-06
FAM116B,-0.4225097425,-0.1825479524,-0.2486226085,-0.1687433077,-0.3814939824,0.0890505799,0.5638004791,0.2837637198,0.5479390982,0.0059431025
FAM117B,1.1456531819,1.4844973644,1.7415038358,0.9276825304,0.8044865881,0.0013831155,0.0001550617,3.27362273500607E-05,0.0037619861,0.0001966921
FAM118B,0.1224642506,-0.1421385484,-0.4679000017,-0.3942821918,-0.3547751048,0.8422473572,0.7243464145,0.0474746988,0.1112078689,0.0145699476
FAM119A,0.2154909857,-0.9321192292,-0.0966965619,-0.8163982255,-0.7940866525,0.897791069,0.1137161654,0.9214930967,0.1566494739,0.0169960983
FAM119B,0.7585296411,0.7087421959,1.9148696412,0.9520266851,1.0166564273,0.1680378278,0.1694504277,0.0006430048,0.0488218094,0.0013239416
FAM120AOS,-0.5180287397,-0.4209934172,-0.1906326877,-0.2205025657,-0.0635716199,0.0070081411,0.0180741163,0.2733132089,0.215049905,0.5855339483
FAM120B,0.0922857485,0.1798865528,0.4966637529,0.0508404138,0.5502620829,0.8451769308,0.4493598326,0.0087007678,0.8744759083,0.0001135967
FAM122A,-0.1482308513,-0.0378135777,-0.5166639353,-0.1815486956,-0.2330498257,0.7947783931,0.9526150956,0.0364587007,0.5748581455,0.1147607326
FAM122B,-0.2432308734,-0.1382178422,-0.870276531,-0.4460039574,-0.3639074809,0.6139162748,0.7907420111,0.0039887637,0.1256102914,0.0295173635
FAM124A,0.0961495342,-0.1768688711,-0.034261983,0.0352771065,-0.1568737975,0.7025183485,0.227978239,0.8756068074,0.8786768959,0.0409818944
FAM125A,-0.311195061,-0.4420631491,0.0623781022,-0.1942262992,-0.0946622142,0.1749024814,0.0320931149,0.8421540558,0.3891615886,0.4625974646
FAM125B,-0.6439046059,-0.6052343473,-0.6027839764,-0.4756212144,-0.3668776655,0.034389743,0.0365168629,0.0273672105,0.0925544593,0.0252393416
FAM126A,-0.7653163515,-0.7153722522,-1.1405124554,-1.0106400023,-0.9743685393,0.0023734872,0.002738693,7.11722502360556E-05,0.0002145323,3.10405347204059E-06
FAM127A,-0.2659089622,-0.5815503251,-0.0496192881,-0.3686987764,-0.3908869941,0.2301781904,0.0044649848,0.8708823657,0.0487848899,0.0013923996
FAM127B,-0.2813166862,-0.4966212856,-0.563121577,-0.5308208323,-0.4951178678,0.5436166661,0.1113777454,0.0503945727,0.0771902641,0.0066175035
FAM127C,0.2631833594,-0.0365916579,-0.1674910179,0.0143992857,-0.4060140822,0.1347641276,0.9175192285,0.2999714671,0.964259168,0.0003009111
FAM128A,0.0858678453,0.2138442787,0.9108509821,0.4226437206,0.3651943201,0.8864798362,0.4114421965,0.0003462986,0.0454813531,0.0049328598
FAM129A,-0.412924726,0.5041854338,1.0833842362,0.9387382476,1.5651364434,0.5731277158,0.3567747636,0.0166307038,0.0417725037,3.4968579230197E-05
FAM129B,-1.0428203034,-0.5641980075,-0.2339319242,-0.4623912921,-0.5590110306,0.0041157896,0.0839053267,0.5246736706,0.1505645026,0.0043284779
FAM131A,-0.116755608,-0.0271470633,0.4813680475,0.0180034767,0.0028076633,0.7355820217,0.9482545857,0.0064993138,0.9588046912,0.9864372891
FAM132B,0.2120058636,0.3844413036,0.1894612355,0.1214971926,0.5701308111,0.5046395146,0.082527689,0.4198428164,0.6829604266,0.0002452655
FAM134B,-0.6855587074,0.9181619127,1.5952574021,1.133404881,1.9208775854,0.1364342474,0.0297726109,0.0007416028,0.0085114156,2.57315337068588E-06
FAM134C,-0.1476466624,0.1705234636,0.2809257831,0.1849852834,0.5020239625,0.7729414666,0.6320080453,0.2432301538,0.5270176528,0.0013811465
FAM135A,0.2495313129,0.1596295972,0.2444271529,1.1148526007,1.2759694341,0.596195575,0.7424246294,0.4432743595,0.0009183596,3.96132215915817E-06
FAM139A,0.2575629584,0.4376517049,0.5997645255,0.6904031578,0.3731143213,0.2184694683,0.0181678581,0.0019473984,0.0009168667,0.0013741212
FAM13A,0.946519441,0.0291327361,1.6726208001,0.9607688306,0.9825265457,0.0135863312,0.9721005248,0.0001596354,0.0085286566,0.0001541838
FAM13AOS,-0.0232561375,0.1359823897,0.244038583,0.1688076566,-0.1579305537,0.9673762426,0.4050965087,0.0553029201,0.2233956476,0.0393680397
FAM13B,-0.689084486,-0.7648826227,-0.6623747383,-0.9701174469,-0.8736169752,0.0016586864,0.0005803848,0.0011596344,8.85987533486154E-05,2.03779039734824E-06
FAM13C1,-0.2703284371,-0.3742565993,-0.465336231,-0.3321585527,-0.2338127625,0.2720730457,0.0716747667,0.0187650002,0.102028831,0.0445151976
FAM149A,-0.377332145,-0.3016968205,-0.2281343036,-0.2079339339,-0.2447777324,0.0201242165,0.0485553118,0.1112943162,0.1733200628,0.0068993108
FAM149B1,-0.2440243628,-0.2562413178,0.0529169761,0.1786929622,0.3258484973,0.3249580401,0.2375695147,0.8680444103,0.4271201657,0.0063470793
FAM153B,0.2748564272,0.2629857601,0.7250914584,0.5317853166,0.3901322112,0.3681038405,0.3396149706,0.0033661079,0.024900494,0.0062147331
FAM158A,0.2133746666,1.0173072484,0.8994374394,0.640698324,0.514006115,0.4445622821,0.0001458939,0.0002611096,0.0034334043,0.0003180909
FAM159A,-0.0113679008,0.2244767184,0.8472965566,0.6937039696,0.9605743503,0.9949607326,0.6357934685,0.0082919318,0.0303495919,8.9093876343433E-05
FAM160A2,0.2399747524,0.4376593857,0.5464739666,0.2991699916,0.2971792494,0.2706820134,0.0186610479,0.0037111661,0.0961003026,0.0064004829
FAM160B1,-0.8620201514,-0.1613982008,0.0318621248,-0.4045064744,-0.2873771673,0.0012678653,0.612100098,0.9358618479,0.0645631269,0.0240245573
FAM160B2,0.4005310385,0.5427834793,0.2575258122,0.519831502,0.6493559334,0.1237530277,0.02441138,0.2802185531,0.0277107618,0.0001726966
FAM162A,1.4886115211,2.2286870754,2.4316365716,1.8655251368,2.2079704495,2.33946877192627E-05,0.000000644,2.44636515094032E-07,2.20071199730275E-06,3.90538275122438E-09
FAM164A,-0.7737819033,-0.8002920326,-0.623433503,-0.7351622344,-0.8186237687,0.0025137401,0.0014726693,0.0054562074,0.0023685429,1.52954788131693E-05
FAM167A,-0.0504632252,0.0586055691,0.0949443121,0.0270012343,0.2529269395,0.9510878985,0.9030617139,0.7588970344,0.9509943192,0.0447507337
FAM167B,-0.0824470678,-0.1957644005,-0.100494045,-0.0265683358,-0.1685039232,0.7982076635,0.2129410017,0.5563634233,0.922110876,0.0420259021
FAM168A,0.4881916589,-0.1211106638,-0.1918196155,-0.0088742562,-0.2290804685,0.0121281341,0.6499196549,0.2872649557,0.9800964515,0.0254605702
FAM168B,-0.0213603375,0.2651140812,0.193084521,0.1802885764,0.3786689526,0.9807638764,0.2004612583,0.3315573546,0.4038631129,0.0019989379
FAM171A1,0.1392562006,-0.2733316497,-0.6337993753,-0.4687722917,-0.7226383609,0.8206242826,0.3832163069,0.0136012126,0.0704904843,0.0001672788
FAM171B,-0.5150495343,-0.7332425588,-0.9275284196,-0.8903961769,-0.8280255655,0.0208964054,0.0017869034,0.000247305,0.0004055622,8.57837701116602E-06
FAM172A,0.0775490266,0.0392120851,0.1985225826,0.1677934448,0.4087185848,0.8986381433,0.9356095897,0.3600738908,0.4936171564,0.0019446025
FAM173B,-0.5319119395,-0.4615968964,-0.9544537377,-0.446676318,-0.5880967378,0.0553851686,0.0807199754,0.0010011648,0.0822485143,0.0007252824
FAM174A,0.8686324085,1.3298454428,1.3544486232,1.3614862731,1.2424478487,0.0004231202,1.19625424412374E-05,7.28236957846869E-06,0.000008178,0.000000145
FAM176A,-2.1915035906,-2.1566265442,-1.9373649575,-1.936102612,-2.1892778432,3.81886615730229E-08,2.7900409188045E-08,4.95360838320934E-08,5.4631911423858E-08,1.20322902445727E-10
FAM176B,-0.6837399777,-0.4533634265,-0.5367133647,-0.6255283203,-0.2766021539,0.0168676928,0.0939738102,0.0337156255,0.0192678496,0.0657224362
FAM177A1,-0.0474644613,-0.489585496,-0.2872254746,-0.4919270823,-0.5774501733,0.9496878738,0.0185346727,0.1374972557,0.0165087606,0.0001289381
FAM178A,-0.3812831204,-0.5174642097,-0.2582759401,-0.2990905939,-0.3761794014,0.0682282086,0.0109260165,0.1690401531,0.1235097021,0.0022258592
FAM179B,-0.1123966147,-0.1955099759,-0.3883007473,-0.1677220248,-0.1509720054,0.7538984115,0.3412372285,0.0224278235,0.3934320585,0.1347979192
FAM180A,-0.1932839906,1.9349472351,2.1722729823,1.8398070383,2.1457646157,0.8843635432,0.0006476742,0.0002003362,0.0008169684,2.95579332661408E-06
FAM188A,0.3232591318,0.2979789653,0.4981384254,0.3586173326,0.3137539258,0.0636780084,0.0712444073,0.0033584759,0.0272529966,0.0022307075
FAM189B,-0.0826424227,-0.8645279087,-0.6006354224,-0.8359422612,-0.588587628,0.9480411202,0.0152480309,0.0658543776,0.0168027726,0.0050190711
FAM18B,0.8754569832,0.9698700309,1.4371399451,1.4042205339,1.2583928512,0.0011603618,0.0004058054,1.4495217084419E-05,2.12377935504973E-05,4.53483909743696E-07
FAM18B2,0.8228808548,0.5924224128,1.2083102612,1.1589341549,1.0306970009,0.0046063378,0.0239666053,0.0001706908,0.0002846315,8.27984670316568E-06
FAM195A,0.0396540746,-0.0247588063,0.5296117777,0.2961965249,0.1478250069,0.9690442417,0.9663364286,0.0238428859,0.2409584179,0.3136303185
FAM195B,-0.4481125058,-0.7304009628,-1.2513408864,-0.9335562002,-1.1388409071,0.0170941116,0.0005425366,6.67785946450084E-06,7.74400712171833E-05,1.419134813481E-07
FAM19A4,0.0733283543,0.0225238958,0.6177274772,0.1865499946,0.0009810859,0.9070337324,0.9649771978,0.003915739,0.4257972637,0.9963002918
FAM20A,-1.2233981917,-1.2407881269,-1.1791820524,-1.3798615652,-1.2040314906,0.0121046907,0.0083323066,0.0082585283,0.0039502174,0.0001992365
FAM20B,-0.0234573344,0.7664344942,0.3503154693,0.5186611021,0.5288115686,0.9900052045,0.042649038,0.3721582227,0.1686499595,0.0151018134
FAM20C,-1.8276954521,-1.8461811302,-1.9519265746,-2.064164156,-1.3800511035,8.38828385789339E-06,5.04373391031296E-06,2.34821422788303E-06,1.80571889499664E-06,3.60655749782829E-07
FAM21A,-0.5471583605,-0.7815543247,-1.0749930181,-0.827775197,-0.8984284762,0.0254613166,0.0022402371,0.0001699425,0.001361942,9.68363120810371E-06
FAM21B,-0.1034749044,-0.0137111017,0.295800812,-0.0116096542,0.1019253194,0.731581819,0.9706102859,0.0432573093,0.9706139911,0.2641652464
FAM21C,-0.4315042323,-0.7046221328,-0.944777676,-0.7855686255,-0.6869350616,0.1508748039,0.0118881303,0.0013721068,0.0056410537,0.0003019412
FAM21D,-0.5014085716,-0.7088602617,-0.7893968129,-0.6333128602,-0.8503471091,0.1196722,0.0186324359,0.0073940337,0.0303857635,0.0001136847
FAM22C,-0.0304485207,0.0341527988,0.136218033,0.3098781665,-0.0076022316,0.9594885679,0.9197537315,0.4057198495,0.0409039747,0.9565503348
FAM26E,-0.0505220965,-0.1780639055,-0.136999564,-0.6347678646,-0.3901933838,0.9652209557,0.6804829387,0.7141871364,0.0236021709,0.0164564974
FAM26F,0.4025843956,1.1941466477,1.7927312652,1.3712999373,1.3022552954,0.345020773,0.0017154445,6.56662647980385E-05,0.0005816204,1.07537582705817E-05
FAM30A,0.1890255461,0.2938756704,0.3075289547,0.2298163656,0.3738568074,0.5068378937,0.1481622444,0.0947020172,0.2578593123,0.0022785974
FAM36A,-0.7345247694,-0.9625597868,-1.6189136536,-1.0366043064,-1.0487340946,0.0164991384,0.0023392288,3.92698003796865E-05,0.0012777778,1.59721313023372E-05
FAM38A,0.341397708,1.1390344948,1.6655706084,1.3285472302,1.7285732193,0.2605839817,0.0003349183,1.32361812056464E-05,9.43483886966538E-05,1.0148784970356E-07
FAM39E,-0.2745322047,-0.676323175,0.0177586951,-0.1914441808,-0.0689264153,0.598099134,0.0380969083,0.9775569477,0.6543029079,0.7766092097
FAM40B,-0.3369324755,-0.6396508909,-0.2103398187,-0.4624780409,-0.3894893989,0.3603506774,0.0284786455,0.5224345828,0.1049345737,0.0190846614
FAM43A,-1.7983626335,-1.0000265131,0.8852150735,0.0875470014,0.3304326699,0.0011374975,0.0304066872,0.0405943542,0.9164706329,0.2127612804
FAM43B,-0.0712524331,0.1811357949,0.4086015312,0.4509460254,0.7689896379,0.9567364938,0.7496560262,0.2167860791,0.1882847418,0.000692225
FAM44B,-0.0749340421,-0.0511007961,0.5884408747,0.1288547725,0.2169110354,0.9390976816,0.9372799786,0.0264185599,0.7476763978,0.1742300071
FAM45A,-0.7989548252,-0.6919476687,-0.0929864607,0.036487133,0.1754148238,0.0006951804,0.0013569806,0.7104804474,0.9158735204,0.1007468207
FAM46A,0.9913432681,1.8132115611,1.7871986881,1.7505796015,1.5400819799,0.00192673,0.00001601,1.2566415356129E-05,1.79848035599519E-05,4.44319169094776E-07
FAM46C,-0.4884758608,0.0611909764,0.6027126602,-0.3552206075,-0.3040977948,0.0756498428,0.9139828738,0.0156373382,0.1689503672,0.0371643957
FAM49B,0.2567899914,0.7614736871,0.5397633588,0.4891503967,0.2324853086,0.4367827249,0.0038095485,0.0205668359,0.0409618431,0.0899547533
FAM50A,-0.0710428304,-0.0718811072,-0.0939353885,0.1037770467,-0.2989809906,0.8980705962,0.8449392937,0.7090345023,0.6903353463,0.0080368923
FAM53A,0.0708793887,-0.2335497633,-0.2102112022,-0.2740943083,-0.3201275957,0.9094264977,0.3208303303,0.3151452232,0.1876894434,0.0085511939
FAM53B,0.1710788056,0.0694092817,0.0780836448,0.1335400683,0.2461225511,0.6589697402,0.8787587007,0.8116285868,0.6462527852,0.0495692151
FAM53C,-0.0313527237,-0.1182586357,-0.7085648573,-1.0069258269,-0.7012838834,0.9796777583,0.8095627095,0.0077654238,0.0009827901,0.0002338992
FAM54A,0.1546605679,0.393077978,-0.2432993998,0.0854320267,0.0030618897,0.4185882702,0.008458989,0.069937856,0.6489886052,0.9819817434
FAM55C,-0.2250998827,-0.3702234972,-0.5603106172,-0.4530004716,-0.4647888035,0.4712468988,0.102002453,0.0104707013,0.0389965285,0.0012335528
FAM57A,1.2276898584,1.6494950593,2.078095778,1.8888486337,1.7836884168,0.0004913343,3.74515351323162E-05,4.56177816350403E-06,1.14478534185257E-05,1.5261800487098E-07
FAM58A,0.2949150235,0.4892799516,0.2161586825,0.2674920463,0.1293631433,0.1699524193,0.013304503,0.255571645,0.1642560095,0.2505024232
FAM59A,0.0150866549,-0.0759204222,0.8172393421,0.7295738513,0.7273979855,0.9912511387,0.8940271165,0.0033199419,0.0082662732,0.0001797959
FAM60A,1.1369783909,0.2259148272,-0.1527375769,-0.0917644153,-0.0464715266,1.95188308650982E-05,0.1976619743,0.375960352,0.6818065383,0.6925824338
FAM63B,-0.2682494551,-0.3304714217,-0.1346452298,-0.3836337474,-0.2136945067,0.2537824968,0.1021503803,0.5630922155,0.0494636604,0.0565553036
FAM64A,-0.4668087181,1.0726960507,-0.7018774557,0.0017634262,-0.0696430784,0.1011726844,0.0006441438,0.0075278498,0.9973874817,0.7143144273
FAM65A,0.4085448313,-0.3486310066,-0.365303388,-0.5867214133,-0.4945701223,0.04072198,0.0666014949,0.0403754951,0.0036237937,0.0002338992
FAM69A,0.3157630881,-0.2937348716,-0.4883896026,-0.4873324995,-0.7303298203,0.5975823424,0.5626240735,0.1700119819,0.1950622898,0.0018844059
FAM70B,-0.9733779823,-1.0308196131,-0.8424213242,-0.8469019019,-1.0382172808,0.0136617143,0.00726585,0.0168683393,0.0203604219,0.0001261699
FAM71E1,-0.0077571598,0.3382140322,0.8086197337,0.682095328,0.5731598446,0.994489742,0.1021613546,0.0005556062,0.0022044841,0.000135019
FAM75A7,0.1424948332,-0.0317838106,0.1343097405,0.3020602415,0.4347821275,0.8253449016,0.96161001,0.711464894,0.2966466593,0.0075034667
FAM76B,0.0627317131,-0.0654673739,-0.3377342574,-0.3678598025,-0.3554814489,0.8932903026,0.8312991779,0.0297262039,0.023800451,0.0009273484
FAM80A,-0.0584033927,0.0744419829,0.1604661619,0.3554615514,0.1161214932,0.89621677,0.7846190176,0.3062256038,0.0214831223,0.1937708736
FAM82B,-0.0904203037,-0.2325343549,-0.2774239532,-0.2379668739,-0.1995073486,0.8317852736,0.2258993952,0.097173503,0.1842283959,0.0469779118
FAM83D,-0.4740551691,1.1212656631,-1.0913791655,-0.56092684,-0.6739433759,0.1267621331,0.0007880484,0.0006962616,0.0442364433,0.0004871125
FAM83F,-0.153093671,0.258047759,0.647648599,0.272290031,0.5501107368,0.8889799847,0.6572940014,0.0764254626,0.5713609632,0.0147063656
FAM86A,0.3163238473,-0.4184073252,-1.003854647,-0.4004687107,-0.6995109954,0.6433481729,0.3764157266,0.0106103073,0.3557282158,0.0040797574
FAM86B1,0.1616593584,-0.5230220913,-0.8900984471,-0.2179970031,-0.6476962184,0.693287415,0.0212124748,0.0005433087,0.371825998,0.0001072173
FAM86C,-0.2321860606,-0.4006874988,-0.6382625742,-0.6465386231,-0.3353178154,0.2373157888,0.0192183316,0.0007623513,0.000848459,0.0016992556
FAM86D,-0.7097749444,-0.4719353929,-0.3327522275,-0.2717902156,-0.2101344264,0.0025854215,0.0227621878,0.0830975083,0.1873968709,0.0677209607
FAM87A,-1.3155612527,-1.3432264293,-1.5186325091,-1.5353879848,-1.3956272315,4.15081494875078E-06,0.000002074,5.90938418962938E-07,6.02286715127332E-07,9.62733177259581E-09
FAM87B,-0.5065267238,-0.6297903588,-0.6659053941,-0.4699566374,-0.526854647,0.0219996568,0.0046225516,0.0023533738,0.0229655267,0.0002979959
FAM89A,0.3327271891,1.1841366622,1.9130565431,1.7371429497,1.8872344028,0.0589834132,9.74061021186344E-06,1.66613985173614E-07,3.77821627529304E-07,1.32041390760549E-09
FAM89B,-0.5509665975,-1.1739123026,-1.1757108999,-1.1158834708,-1.0613896526,0.0415269386,0.0002687612,0.0001879495,0.0003372651,5.80469448403501E-06
FAM8A1,-0.5241083223,-0.1993306351,0.0817219199,-0.2567134269,-0.316380629,0.0426195637,0.5431070321,0.8235963238,0.3262951227,0.023573084
FAM90A11P,-0.0261717822,0.0291188961,0.0088741699,0.3016501346,0.0578552265,0.9631442701,0.9265131973,0.9736028282,0.0296301025,0.5225792225
FAM91A1,0.1768598581,-0.0771534103,-0.2096621344,-0.143105096,-0.5245825614,0.7700828827,0.9021242107,0.5285145285,0.7273871651,0.0033563934
FAM92A1,0.0136147379,-0.3120297147,-0.3475793723,-0.125293489,-0.2682561562,0.9908062768,0.2173769322,0.1175384235,0.6989111361,0.0437691058
FAM96A,0.3747295959,0.9861354411,0.5854357461,1.1863281147,1.1582412191,0.0966472094,0.0002238465,0.0056386121,4.7108367985959E-05,5.28782892904096E-07
FAM96B,0.0966918529,0.150713136,0.4586628295,0.5180909611,0.4577198557,0.8349338595,0.5666310823,0.0140598432,0.0087101764,0.0004780192
FAM98A,0.5362913401,0.7608996966,0.3054370656,0.358132434,0.3427123041,0.1975724492,0.0385989353,0.4417668385,0.3690480696,0.0965157297
FAM98C,-0.239684651,-0.1838978147,0.0759958621,0.0012771911,0.2636936691,0.4144752408,0.5273034034,0.8167151133,0.9975260333,0.0346023891
FAM9A,-0.0107981925,-0.3340277631,-0.1186273517,-0.1494836508,-0.0480295723,0.9894591809,0.0430673391,0.5266383506,0.4156202357,0.6789620028
FANCA,0.0910039075,0.0361484713,0.3141260142,0.3433318531,0.2294536689,0.861141827,0.9381567717,0.0976600266,0.083524315,0.0441097526
FANCD2,-0.5014886483,0.6591441482,-1.1457665312,-0.314687242,-0.770617074,0.3322884954,0.1206973059,0.0060195816,0.5252754189,0.0027173661
